user,text,created_at_datetime,link,comments,retweets,likes,quotes
@ViperFergy,"Climate Change is not caused by Carbon Dioxide (CO2). They just picked CO2 because they could tie it to ""fossil"" fuels because if you control the energy of the world&#44; you control the world.  Climate changes all the time and the it's controlled by the Sun and other natural events.",2025-08-13T23:18:00Z,/ViperFergy/status/1955771069412872361#m,1,1,13,0
@witchendaswas,Reminder&#44; not one single doomsday prediction issued by the climate cult has ever come true. The orbital variations of the sun&#44; plus the earth's orbital shifts around it (The Milankovitch Cycles) fully explain the earth’s natural climate variations. Climate change is a globalist hoax!,2025-08-12T13:57:00Z,/witchendaswas/status/1955267353861554390#m,1,1,4,0
@witchendaswas,Reminder&#44; not one single doomsday prediction issued by the climate cult has ever come true. The orbital variations of the sun&#44; plus the earth's orbital shifts around it (The Milankovitch Cycles) fully explain the earth’s natural climate variations. Climate change is a globalist hoax!,2025-08-09T12:55:00Z,/witchendaswas/status/1954164532047216672#m,0,0,0,0
@witchendaswas,Reminder&#44; not one single doomsday prediction issued by the climate cult has ever come true. The orbital variations of the sun&#44; plus the earth's orbital shifts around it (The Milankovitch Cycles) fully explain the earth’s natural climate variations. Climate change is a globalist hoax!,2025-08-07T16:36:00Z,/witchendaswas/status/1953495519113740334#m,0,2,6,0
@witchendaswas,Reminder&#44; not one single doomsday prediction issued by the climate cult has ever come true. The orbital variations of the sun&#44; plus the earth's orbital shifts around it (The Milankovitch Cycles) fully explain the earth’s natural climate variations. Climate change is a globalist hoax!,2025-08-07T13:50:00Z,/witchendaswas/status/1953453763844309128#m,0,0,1,0
@witchendaswas,Reminder&#44; not one single doomsday prediction issued by the climate cult has ever come true. The orbital variations of the sun&#44; plus the earth's orbital shifts around it (The Milankovitch Cycles) fully explain the earth’s natural climate variations. Climate change is a globalist hoax!,2025-08-07T13:37:00Z,/witchendaswas/status/1953450483936301325#m,0,0,0,0
@conviviallygf,No one can predict what the climate will do.  But if you want to take a guess you need to look at the sun cycles and the earths magnetic field.  None of that is caused by humans.  Are you really going to fall for this nonsense?,2025-08-07T10:40:00Z,/conviviallygf/status/1953405836123881808#m,0,0,0,0
@witchendaswas,Reminder&#44; not one single doomsday prediction issued by the climate cult has ever come true. The orbital variations of the sun&#44; plus the earth's orbital shifts around it (The Milankovitch Cycles) fully explain the earth’s natural climate variations. Climate change is a globalist hoax!,2025-08-05T13:07:00Z,/witchendaswas/status/1952718081983131981#m,0,0,0,0
@witchendaswas,Reminder&#44; not one single doomsday prediction issued by the climate cult has ever come true. The orbital variations of the sun&#44; plus the earth's orbital shifts around it (The Milankovitch Cycles) fully explain the earth’s natural climate variations. Climate change is a globalist hoax!,2025-08-05T12:52:00Z,/witchendaswas/status/1952714316253102151#m,1,1,4,0
@witchendaswas,Reminder - not one single doomsday prediction of the climate cult has ever come true. The orbital variations of the sun&#44; plus the earth's orbital shifts around it (The Milankovitch Cycles) fully explain the earth’s natural climate variations…,2025-08-04T14:14:00Z,/witchendaswas/status/1952372489511748035#m,0,1,2,0
,,,,0,0,0,0
@witchendaswas,Reminder - not a single doomsday prediction of the climate cult has ever come true. The orbital variations of the sun&#44; plus the earth's orbital shifts around it (The Milankovitch Cycles) fully explain the earth’s natural climate variations…,2025-08-04T13:29:00Z,/witchendaswas/status/1952361273225588791#m,0,1,1,0
@Complainany,Climate change is not a fake. It is natural behavior.    If it was fake it wouldn't have a name&#44; no one would ever know what climate is.    On the other hand&#44; climate does change&#44; NOT by CO2 NOT by humans&#44; but through the cycles around the sun and the wobble of the earth.,2025-08-04T06:22:00Z,/Complainany/status/1952253917678445005#m,0,1,0,0
@witchendaswas,The orbital variations of the sun&#44; plus the earth's orbital shifts around it (the Milankovitch Cycles) fully explain the earth’s natural climate variations…,2025-07-30T13:12:00Z,/witchendaswas/status/1950545148510961760#m,0,1,3,0
@OMApproach,What's the point of dimming the sun if climate change is caused by humans?  Newsflash: it’s not caused by humans&#44; and dimming the sun will not help prevent what’s coming. You can’t stop the natural process of axial precession—that’s why they’re building doomsday bunkers.,2025-07-28T12:03:00Z,/OMApproach/status/1949802990472188413#m,12,27,188,2
@Jaye_Patrick,Natural weather cycles caused by the sun.,2025-07-15T22:55:00Z,/Jaye_Patrick/status/1945255898160435680#m,0,0,1,0
@Al_Nimer,I think it’s a combination of many factors&#44; those two things included. The climate DOES change over time&#44; but it’s not caused by human activities. The primary influencer of the weather is our sun ☀️  The sun has 11-year cycles&#44; as well as longer cycles.,2025-07-15T15:06:00Z,/Al_Nimer/status/1945137862640353758#m,0,0,0,0
@RamsarConv,Sand and dust storms are an essential element of the Earth’s natural bio-chemical cycles&#44; but are also caused in part by human-induced drivers&#44; including climate change&#44; and unsustainable land management. In turn&#44; sand and dust storms contribute to air pollution. #SDSDay,2025-07-12T06:40:00Z,/RamsarConv/status/1943923335449973221#m,4,23,52,1
@617KimberlyLane,"#climate #climatescience #science #earth I have been called a global warming  denier for not agreeing that man caused it. ??? Of course the planet warms as it cycles toward the sun in it orbit and north of the equator would warm even more as the tilt toward the sun gets more pronounced.  Lets pretend that man's activities alone caused it.  Where is the science that shows we can slow&#44; stop&#44; or reverse it.  All you 'chicken littles"" ought to take a deep breath&#44; sit back&#44; and think for yourselves instead of believing what every 'publish or perish' 'pseudo pscientist' feeds you so that they can make a living on your irrational fear.  Humanities greatest attribute is and has always been adaptability.  Instead of wringing ones hands and trying to stop the future&#44; might it not be more appropriate to start adapting?",2025-07-05T15:59:00Z,/617KimberlyLane/status/1941527247699013783#m,0,0,1,0
@HughDoUNo,HUMAN  caused Climate change is a total HOAX  Trying to Grift Money off FEAR  Humans have to adapt to the NATURAL Cosmic Cycles and orbital position of sunspots,2025-07-04T18:01:00Z,/HughDoUNo/status/1941195631860777286#m,0,0,0,0
@FRider2024,How about some honest reporting on the fact that climate change is caused by the numerous different cycles involving the Sun the planets and moons? How about the sine wave of global warming and cooling going back before humans we're here?,2025-06-30T12:53:00Z,/FRider2024/status/1939668686626844908#m,0,0,0,1
@UKFreeAlliance,Freedom Alliance stand firmly against sun dimming and other geo-engineering. We must adapt to the natural cycles of our temperate climate not attempt to control it.  Join with us freedomalliance.co.uk/,2025-06-21T11:37:00Z,/UKFreeAlliance/status/1936387936469070284#m,1,2,5,0
@UAPUFO_Inv,GLOBAL WARMING MY ASS ! Just as the Sun's sunspot number dwindle down&#44; so do the temperatures.  It is all part of the natural earth cycles.  DO NOT LET THE CLIMATE CROWD FORCE YOU INTO A GLOBAL TAX SCHEME TO RAKE IN MONEY FOR THE MARXISTS !!!,2025-06-16T09:57:00Z,/UAPUFO_Inv/status/1934550790787530848#m,0,0,2,0
@JackDozerSlappy,If Climate Change is manmade&#44; Instead of a result of natural cycles such as solar and precession&#44;  Then why do they want to block the Sun?,2025-06-15T22:07:00Z,/JackDozerSlappy/status/1934372261290803290#m,1,0,1,0
@tony_wroe,"David Bellamy (RIP) a prominent naturalist and television presenter&#44; had a complex and evolving stance on climate change. he expressed skepticism about human-caused climate change&#44; suggesting it was part of natural cycles. Later&#44; he became more vocal in his denial of human responsibility for climate change&#44; viewing it as ""poppycock"". He also criticized environmental groups and their perceived unrealistic approaches.",2025-06-09T08:33:00Z,/tony_wroe/status/1931992974868500487#m,0,0,0,0
@JGerrings,More fantasy and fake news zzzzzzzzz Its like Brexit scare mongering&#44; endless stream of Climate Project Fear. Now trying the 'security' scare - the world warms and cools in cycles over 1000s of years. It's natural&#44; caused by earth oscillating on it's axis.,2025-05-28T12:01:00Z,/JGerrings/status/1927696658680144116#m,1,0,0,0
@josbourgault,“There are three things that cannot be long hidden; the Sun&#44; the moon and the truth.” - Buddha   “Natural Climate Change Cycles” can be factually scientifically explained by:   1 - 800&#44;000 years of researched and documented Antarctic Ice Core Samples.   2 - The Milankovitch (3 Earth) Cycles uncovered in the 1920s by Serbian Scientist Milutin Milankovitch   nitter.tiekoetter.com/peterdclack/status/189… invidious.tiekoetter.com/watch?v=A24fWmNA…,2025-05-19T18:35:00Z,/josbourgault/status/1924534432486326666#m,0,1,4,0
@953673394962k,What Is Climate Change? | United Nations un.org/en/climatechange/what…  The UN is a political shit show. You cannot trust anything this organization says. Climate change is a natural phenomena caused by the sun and earths orbit. Human activity has almost no influence. Beware of poisons,2025-05-18T01:33:00Z,/953673394962k/status/1923914849165463681#m,0,0,0,0
@James77873966,NASA Admits Climate Change Is Natural and Caused by the Sun For more than 60 years&#44; the National Aeronautics and Space Administration (NASA) has known that changes in the planet’s weather are perfectly natural and normal.,2025-05-13T13:48:00Z,/James77873966/status/1922287777766359054#m,0,0,0,0
@RouteJamsey6,Climate change is caused by the sun and the earths cycles. We contribute to.010% of the earths and suns decision. It's not us. We can do better&#44; especially by replanting the trees we remove but&#44; even then&#44; we can't control this place. We only live here&#44; we rent.,2025-05-13T09:43:00Z,/RouteJamsey6/status/1922226191311765869#m,0,0,0,0
@JamiluJibril8,"Denials vs Climate Change Facts  - ""Not happening"" vs Rising temps & extreme weather - ""Natural cycles"" vs 98% of scientists agree on human-caused - ""Too expensive"" vs Inaction costs more  #ClimateFacts #DenialVsReality #ActOnClimate #Climatebrawl #ClimateCrisis #ClimateEmergency",2025-05-06T04:57:00Z,/JamiluJibril8/status/1919617609722384478#m,1,3,6,0
,,,,0,0,0,0
@JamiluJibril8,Climate Change Denials: Repainting the Truth  - 98% of scientists agree: human-caused - CO2 levels & temps aren't natural cycles - Inaction is expensive&#44; not climate action  #ClimateFacts #DenialIsNotAnOption #ActOnClimate #Climatebrawl #UN @LagosGecci,2025-05-05T09:35:00Z,/JamiluJibril8/status/1919325064199061958#m,1,4,5,0
@Clarsonimus,#ClimateCrisis Fun Facts: The Svensmark Mechanism (see cosmoclimatology) is a natural climate fluctuation mechanism. It is caused by cosmic rays that are influenced by fluctuations in the sun's electromagnetic field which in turn influence cloud cover on Earth. Industrial #CO2?,2025-04-28T09:38:00Z,/Clarsonimus/status/1916789004814504140#m,2,7,9,0
@ErikMagnethi,Someone please stop these insane Climate Fanatics before they destroy the whole bio system. We are in a natural modern warming period created by sun cycles and it doesn't need to be fixed... telegraph.co.uk/news/2025/04…,2025-04-23T09:08:00Z,/ErikMagnethi/status/1914969506285343162#m,0,3,7,0
@Heartland_Okie,Human-caused climate change&#44; yes&#44; it's only about 4%. Natural cyclical climate change is real. The magnetic field weakening is 85%&#44; with the Sun being 15% of the causes. invidious.tiekoetter.com/qN89z0bBK9s?si=dbiP…,2025-04-20T12:44:00Z,/Heartland_Okie/status/1913936756069499059#m,0,0,0,0
@RockyMtnHirvi,"""Nuclear Scientist Says CO2 Is Not Causing Rising Global Temperatures"" [Changes in CO2 levels is caused by natural long orbital cycles of the Earth around the Sun... Closer&#44; further&#44; which traps&#44; then releases&#44; CO2] link.theepochtimes.com/mkt_a…",2025-04-20T02:37:00Z,/RockyMtnHirvi/status/1913784070271549502#m,2,0,0,0
@CammeGK,Thank goodness for Blackout Bowen and teenagers finally&#44; they have figured out how to control the sun&#44; the Earth's tilt and 4.5 billion years of natural climate cycles with their deranged ideology. Unfortunately for us we have overpaid for their deluded ignorance #Auspol2025 #BlackoutBowern #ClimateScam,2025-04-15T00:26:00Z,/CammeGK/status/1911939258983813605#m,0,0,0,0
@Rimzire,There is no climate crisis. There nothing new in extreme or man-made about today's climate.  Changes in global temp r caused by solar cycles&#44; not CO2&#44; which makes just 0.04% of atmosphere&#44; of which 95% comes frm natural sources&#44; not human activity. The grift is up. U loose..,2025-04-07T06:28:00Z,/Rimzire/status/1909131131116540036#m,0,0,0,0
@PoliticsOnFireX,Climate change isn’t about CO2; it’s the Sun’s natural cycles and Earth's irregular orbit that cause fluctuations in temperature.,2025-04-04T13:28:00Z,/PoliticsOnFireX/status/1908149620007748032#m,0,0,1,0
@jessicawins,This chart shows long-term natural solar cycles&#44; which do influence Earth’s climate over thousands of years. But what we’re experiencing today is rapid warming over just a few decades — and that can’t be explained by solar activity alone.  Scientists already factor in the sun,2025-03-23T16:01:00Z,/jessicawins/status/1903839607797797266#m,17,2,4,1
@Aotearoatapu,Climate has changed for millions of years   24 thousand years since the last ice age&#44; 48 thousand year cycles&#44;   Yes humans caused some it's not Noah's Ark!   Tell them 5m years and the sun will explode and there is nothing they can do about that   invidious.tiekoetter.com/8ofL2iHA6iU?si=skpd…,2025-03-18T01:10:00Z,/Aotearoatapu/status/1901803440243900749#m,0,0,0,0
@josbourgault,Yes&#44; but read this book&#44; it explains based on 60 Major Facts - Why CO2 does NOT cause global warming or Climate Change Cycles which are naturally occurring caused by planetary and sun cycles. It is important to understand: Why CO2 is not responsible for Climate Change Cycles?!,2025-03-14T19:35:00Z,/josbourgault/status/1900631903298109929#m,0,2,10,0
@SPACEdotcom,Natural cycles in Earth's rotational axis and its orbit around the sun drive climatic changes&#44; and now researchers have matched up specific points in those cycles to the timing of ice ages.  space.com/the-universe/earth…,2025-03-11T15:02:00Z,/SPACEdotcom/status/1899476122817134778#m,18,29,110,5
@GusKuehne,Climate change is caused by changes in the Sun ... anyone who the thinks human activity is a significant factor is a scientific illiterate. The Sun is not static ... it is affected by numerous cycles.,2025-03-10T22:56:00Z,/GusKuehne/status/1899232952007135506#m,0,0,1,0
@GusKuehne,Climate change is caused by cycles of the Sun.,2025-03-10T22:08:00Z,/GusKuehne/status/1899220733009842493#m,0,1,1,0
@timelinelatest,According to a newly published study in #Science&#44; the Earth’s next ice age is expected to begin in nearly 11&#44;000 years unless human-caused global warming disrupts the natural cycles. The study analyzed how the subtle shifts in Earth’s orbit around the Sun have historically triggered massive climate changes.  The research team examined a million-year record of #climatechange focusing on land-based ice sheets across the Northern Hemisphere and deep ocean temperatures. They paired the data with small but cyclical variations in #Earth’s orbital patterns.,2025-02-28T13:09:00Z,/timelinelatest/status/1895461365403599122#m,0,0,0,0
@TheManilaTimes,WASHINGTON&#44; D.C. — The Earth's next ice age is expected to begin in about 11&#44;000 years -- unless human-caused global warming disrupts natural cycles.  That's according to a new study published Thursday in Science&#44; which analyzed how subtle shifts in Earth's orbit around the Sun have historically triggered massive climate changes.  Read more: tmt.news/2064557,2025-02-28T04:48:00Z,/TheManilaTimes/status/1895335181327966464#m,0,0,0,0
@Greywoods48442,People have always SUFFERED during natural cold cycles and THRIVED during warm cycles.   If we have any control at all (we don't) we ought to be trying to make it warmer.  Warm is just good for all of us.  Share and Follow if you know that human caused climate changes are a scam.,2025-02-17T15:31:00Z,/Greywoods48442/status/1891510756820087036#m,0,0,0,0
@Jalmen701,"Also&#44; other natural occurrences that affect climate-- are the magnetic poles flipping; sun activity/cycles (Little Ice Age in the 14th-mid 19th centuries); volcanic eruptions (ie Mount Tambora in Indonesia created the ""Year without a Summer in 1816)   The Sahara was once filled with lakes and dense vegetation (14&#44;6000 to 5&#44;000). During the latter part&#44; humans lived and thrived there. Hunted&#44; fished. THEN THE CLIMATE CHANGED TO THE DESERT WE KNOW TODADY. Not because of CO2 emissions...but to other factors.",2025-02-01T21:50:00Z,/Jalmen701/status/1885807972246233562#m,0,0,1,0
@woodrailking,".  Global Warming?  You mean ""Glow-Ball Warming""  Greenhouse gasses are 99% caused by the sun&#44; water vapour and other natural sources&#44; not manmade  And ""going green"" requires MORE Co2&#44; not less&#44; Mr. Gates  . climate change hoax bill environment",2025-01-23T00:16:00Z,/woodrailking/status/1882220746573021565#m,1,0,0,0
@pringle_ge6053,I know climate change caused by people is a hoax. climate goes thru cycles. NOTHING people do can control the sun which is responsible for 95% of our weather. Pilgrims marked high tide on Plymouth Rock when they landed 400 yrs ago&#44; 400 yrs later high tide is EXACTLY the same,2025-01-18T09:42:00Z,/pringle_ge6053/status/1880551333339758911#m,0,0,0,0
,,,,0,0,0,0
@GrandSolarMini,"The natural Warming Cycle of the planet was over back in 2000. We've been slowly beginning the Cooling Cycle now&#44;....all natural and driven mostly by our SUN. We are coming into the Grand Solar Minimum. About 30-40 years of a cooler climate.  Everything in nature runs on Cycles&#44; and the Climate is no different&#44; the Elite just took advantage of the most recent ""warming"" to make up their MAN MADE climate scam. And now that their scam is being shown up as a lie&#44; they are blaming Global WARMING for Global COOLING. :) They won't admit that the planet is going to be cooling for a while until it's too late for us to catch up with our Energy Infrastructure that they have DESTROYED with their LIES.  I think that is also why our Visitors are here. They know we are going to need help to make it though this time.   We need to STOP the global elite PARASITES destruction of our Civilizations if we want to survive the coming Cool down. There are changes we MUST make to help us through it&#44; and so here is a little recap on what happened the last time our Climate began Cooling again&#44;.....and what humanity faced for about 60 years&#44; for those who don't know about the Maunder Minimum.  thegrandsolarminimum.com/wha…",2025-01-16T14:54:00Z,/GrandSolarMini/status/1879904965478769103#m,0,0,0,0
@GrandSolarMini,"The natural Warming Cycle of the planet was over back in 2000. We've been slowly beginning the Cooling Cycle now&#44;....all natural and driven mostly by our SUN. We are coming into the Grand Solar Minimum. About 30-40 years of a cooler climate.  Everything in nature runs on Cycles&#44; and the Climate is no different&#44; the Elite just took advantage of the most recent ""warming"" to make up their MAN MADE climate scam. And now that their scam is being shown up as a lie&#44; they are blaming Global WARMING for Global COOLING. :) They won't admit that the planet is going to be cooling for a while until it's too late for us to catch up with our Energy Infrastructure that they have DESTROYED with their LIES.  I think that is also why our Visitors are here. They know we are going to need help to make it though this time.   We need to STOP the global elite PARASITES destruction of our Civilizations if we want to survive the coming Cool down. There are changes we MUST make to help us through it&#44; and so here is a little recap on what happened the last time our Climate began Cooling again&#44;.....and what humanity faced for about 60 years&#44; for those who don't know about the Maunder Minimum.  thegrandsolarminimum.com/wha…",2025-01-16T14:53:00Z,/GrandSolarMini/status/1879904776407920974#m,0,0,0,0
@grubbshowmedia,"Climate Change is a natural phenomenon that has occurred throughout Earth's history&#44; independent of human activity. Here's how these natural cycles work:  1. Orbital Variations (Milankovitch Cycles):    - Earth's orbit around the Sun changes in shape (eccentricity)&#44; its tilt (obliquity) varies&#44; and the direction of its axis (precession) shifts over long periods. These cycles alter the distribution and intensity of solar energy received by different parts of the Earth&#44; leading to climate shifts over tens of thousands to hundreds of thousands of years. For instance&#44; these cycles are known to have played a significant role in the coming and going of ice ages.  2. Solar Radiation Changes:    - The Sun's output is not constant; it goes through cycles of higher and lower activity&#44; including sunspot cycles that last about 11 years. Over longer timescales&#44; there are periods of significantly increased or decreased solar output&#44; like the Maunder Minimum&#44; which coincided with a period known as the Little Ice Age in Europe.  3. Volcanic Eruptions:    - Large volcanic eruptions can inject massive amounts of aerosols into the stratosphere&#44; which can cool the Earth temporarily by reflecting sunlight back into space. The 1815 eruption of Mount Tambora&#44; for example&#44; led to the ""Year Without a Summer"" in 1816&#44; where global temperatures dropped significantly.  4. Ocean Currents:    - Changes in ocean circulation patterns&#44; like the El Niño-Southern Oscillation (ENSO)&#44; can cause regional climate variations. These can shift weather patterns&#44; leading to prolonged periods of drought or heavy rainfall in different parts of the world. Over longer geological timescales&#44; changes in ocean currents have been linked to significant climate shifts.  5. Plate Tectonics:    - The movement of continents affects ocean currents&#44; atmospheric circulation patterns&#44; and the distribution of landmasses relative to the poles or equator. For example&#44; when all continents were joined in Pangaea&#44; the climate was different than when they were dispersed as they are now.   6. Atmospheric Composition:    - Over geological time&#44; the composition of Earth's atmosphere has changed due to biological activity and geological processes. For instance&#44; the rise of oxygen levels due to photosynthesis fundamentally altered the planet's climate and life forms.  7. Greenhouse Gases from Natural Sources:    - Even without human influence&#44; natural processes release greenhouse gases. Methane emissions from wetlands&#44; carbon dioxide from volcanic activity&#44; and nitrous oxide from soil bacteria all contribute to the greenhouse effect&#44; influencing temperature.  Discussion:  The natural cycles of climate change are complex and occur over various timescales&#44; from decades to millions of years. They show that Earth's climate is inherently dynamic. While these natural forces can lead to significant changes in climate&#44; the current rapid rate of change is largely attributed to human activities&#44; particularly the burning of fossil fuels which has spiked levels of carbon dioxide and other greenhouse gases beyond what natural cycles would suggest.  Understanding these natural mechanisms doesn't negate human impact but provides a backdrop for how Earth's climate has evolved. It's crucial in climate science to distinguish between what is natural variability and what is anthropogenic change&#44; as this informs policy&#44; adaptation strategies&#44; and mitigation efforts. The interplay between natural cycles and human-induced changes makes the study of climate change a continuously evolving field&#44; with each discovery adding to our understanding of this intricate system.",2025-01-13T23:35:00Z,/grubbshowmedia/status/1878949045756146095#m,0,0,0,0
@OrionGarrett,Snow Northeast&#44; Cold in the east rain in the southeast and drought in the west is climate Change IE weather cycles not manmade Carbon issues. California policies caused 50 years of manmade air pollution with this fire. Natural Gas&#44; Nuclear Energy and yes Oil drilled everywhere go,2025-01-13T20:38:00Z,/OrionGarrett/status/1878904369003057286#m,0,1,0,0
@idummkopp,I wish everybody would stop talking about preindustrial natural climate cycles. They are not relevant for understanding what caused the current climate change. We need to prioritize action over historical debate.  The causes of current climate change are no longer in question&#44; and focusing on pre-industrial climate variability does not contribute to reducing emissions&#44; implementing renewable energy solutions&#44; or protecting vulnerable communities from the impacts of a warming planet.,2025-01-12T19:31:00Z,/idummkopp/status/1878525287480049983#m,0,0,0,0
@journey_le29533,"Cue the ""Climate Change"" shills blaming the L.A. fires on fake sciencepropaganda Our Climate is changing&#44; but the prime driver are natural cosmic/Earth cycles (the Sun)&#44;not humans Blaming humans allows more government control and more tax money to be taken from the human slaves",2025-01-08T20:46:00Z,/journey_le29533/status/1877094435055395209#m,0,0,0,0
@ButchArnold1,"Cue the ""Climate Change"" shills blaming the L.A. fires on fake science propaganda   Our Climate is changing&#44; but the prime driver are natural cosmic/Earth cycles (the Sun)&#44; not humans  Blaming humans allows more government control and more tax money to be taken from the human slaves",2025-01-08T19:45:00Z,/ButchArnold1/status/1877079114949026061#m,0,0,0,0
@BandOfBrothersQ,"Cue the ""Climate Change"" shills blaming the L.A. fires on fake science propaganda   Our Climate is changing&#44; but the prime driver are natural cosmic/Earth cycles (the Sun)&#44; not humans  Blaming humans allows more government control and more tax money to be taken from the human slaves",2025-01-08T18:27:00Z,/BandOfBrothersQ/status/1877059472574787914#m,0,0,2,0
@Grouperguy22,"Cue the ""Climate Change"" shills blaming the L.A. fires on fake science propaganda  Our Climate is changing&#44; but the prime driver are natural cosmic/Earth cycles (the Sun)&#44; not humans Blaming humans allows more government control & more tax money to be taken from the human slaves!",2025-01-08T17:46:00Z,/Grouperguy22/status/1877049368454508736#m,0,0,0,0
@Jordan_Sather_,"Cue the ""Climate Change"" shills blaming the L.A. fires on fake science propaganda  Our Climate is changing&#44; but the prime driver are natural cosmic/Earth cycles (the Sun)&#44; not humans  Blaming humans allows more govt control and more tax money to be taken from the human slaves",2025-01-08T16:52:00Z,/Jordan_Sather_/status/1877035753626083670#m,10,65,182,5
@Jordan_Sather_,1) The climate is changing&#44; but it’s not being caused by humans (natural cosmic cycles)  2) Fires are so bad in California due to forest and reservoir mismanagement  3) Gotta wonder if arson was involved in this,2025-01-08T15:29:00Z,/Jordan_Sather_/status/1877014748098695237#m,20,47,183,1
@climatederange,Earth’s climate has always fluctuated. The Medieval Warm Period (950-1250 AD) had temperatures similar to today&#44; driven by natural cycles like solar activity—not CO2. What caused warming then if not industrialization? 🌍 #ClimateScam,2024-12-30T17:32:00Z,/climatederange/status/1873784265252757690#m,0,0,0,0
@Barkum68,Exactly. Climate change is a natural process that has been happening for billions of years. It is not caused by humans&#44; but by the Sun&#44; cosmic rays and the earth itself. So don't let the government and that snake that is the media 🐍 fool you.,2024-12-29T20:11:00Z,/Barkum68/status/1873461917530083709#m,1,1,8,0
@climatederange,If climate science were settled&#44; then natural factors like solar cycles&#44; volcanic activity&#44; and ocean currents wouldn’t be in the back seat.  The Sun’s activity has a significant impact on Earth’s climate but is often downplayed in favor of monetized CO2 narratives. #ClimateScam,2024-12-28T16:20:00Z,/climatederange/status/1873041222341947454#m,1,1,0,0
@HariSel36110771,Lost me when you start blaming climate change like it isn’t something the world has done since the dawn of time. We’ve had ice ages&#44; heat waves&#44; mini-ice ages and more. Humans have a minuscule impact as compared to natural cycles&#44; the sun and the like.,2024-12-21T16:59:00Z,/HariSel36110771/status/1870514365054791691#m,0,0,0,0
@GerardAMorrow,Climate changes all the time&#44; so it can't be a hoax. The Earth warms and cools cyclically through natural causes&#44; the main one being pulled further from the Sun and pushed nearer to the Sun over around 1000 year cycles. 1000 years ago the the World was as warm&#44; or warmer than today with a much smaller global population and not a single petrol engine on the planet. So climate change isn't a hoax&#44; and humans contributing to it isn't a hoax. Using the output of computer models&#44; of a chaotic&#44; non-linear system&#44; and pretending to be able to forecast catastrophes is a hoax.  Which is why there are no scientific organisations forecasting future catastrophes.,2024-12-06T08:52:00Z,/GerardAMorrow/status/1864956135737884858#m,0,0,0,0
