username,content,timestamp,link,comments,retweets,likes,quotes
@SeanADOS1863,Waste of my tax dollars ⁦@saintlouismayor⁩. These cars stay in the shop and did you know that the battery 🪫 is more hazardous to the environment than a gas car? This is not clean energy.  fox2now.com/news/missouri/ci…,"Oct 16, 2024 · 11:55 PM UTC",/SeanADOS1863/status/1846701521729147185#m,0,1,3,0
@stillold4dis,Great news   No data was stolen from electric vehicle charging stations the past week near Tampa&#44; none of which JA-Bidn have built   They are worse than credit card skimmers at gas pumps   But go ahead&#44; stick your plug anywhere   It’s for the environment after all,"Oct 15, 2024 · 10:53 AM UTC",/stillold4dis/status/1846142238029484193#m,0,0,0,0
@JosephJoyce24,I’ve always found it weird that conservatives like Elon Musk&#44; considering a lot of the things he does go against what they want. Musk makes electric cars&#44; the same type of cars conservatives argue are worse than gas. Conservatives we’re worried that the government was going to(1),"Oct 14, 2024 · 8:49 PM UTC",/JosephJoyce24/status/1845930067395760465#m,1,0,1,0
@brs3333333,Elenore Mustang. Don't drink the Elon autonomous electric car future kool-aid. It's a car you'll have no control over. It can be remote controlled & know everything about you. Until cars are fusion or safe hydrogen&#44; gas is still better for the environment & economy.,"Oct 11, 2024 · 5:57 PM UTC",/brs3333333/status/1844799532355239971#m,0,5,32,0
@ajongolo_of,Lmao. Gas is literally far cleaner than other fuels. Plus&#44; electric cars have dangerous impacts on the environment itself.  Not to mention that gas is recognized as a transition fuel by the EU for its cleanliness. Esha ma rora cook.,"Oct 11, 2024 · 12:44 PM UTC",/ajongolo_of/status/1844720726831460490#m,2,4,12,2
@FishmanLevine,5 Ways Electric Cars Destroy the Environment Worse Than Gas-Powered Vehicles    msn.com/en-us/news/technolog…,"Oct 9, 2024 · 9:15 PM UTC",/FishmanLevine/status/1844124548935057868#m,0,0,0,0
@TomD68644419,Friends sometimes ask me when I will get an electric car. My answer is never because it's a con just like them saying get a diesel car it's better than petrol for the environment. They have now  found out that electric cars are now worse.,"Oct 8, 2024 · 8:22 PM UTC",/TomD68644419/status/1843748927180550468#m,0,0,0,0
@daniq101,Finally&#44; coal power plants have much more emissions then gas or oil power plants. So&#44; emission wise&#44; coal is much worse. You're Being Lied to About Electric Cars motortrend.com/features/trut…,"Oct 7, 2024 · 7:18 AM UTC",/daniq101/status/1843189068940857684#m,0,0,0,0
@creeksidehome1,You’re very confused. They said that electric cars weren’t practical and the resources they take are worse than gas emissions. Democrats want to take your gas car&#44; we like Elon because he has common sense!,"Oct 6, 2024 · 11:00 PM UTC",/creeksidehome1/status/1843063702347759789#m,0,0,0,0
@darkeyedseer,"its not that electric cars are hated what's hated is the give up your gas car  to ""save the environment"". yet you fail to grasp how destructive cobalt mining is.","Oct 6, 2024 · 2:08 PM UTC",/darkeyedseer/status/1842929864212717738#m,0,0,5,0
,,,,0,0,0,0
@JrSeifried,Seeing Ford commercials on getting free chargers and installation. I wonder how much is the Government paying them to manufacture cars that aren’t selling? Electric cars are worse for the environment than gas powered cars. Do the research and you will understand.,"Oct 5, 2024 · 10:33 PM UTC",/JrSeifried/status/1842694724638953702#m,0,0,1,0
@NtwesSc,The EV topic just keeps on giving ...  Storms/flooding = NO POWER for charging Salt water = EXPLOSIONS (Lithium-ion) Your seat sits above a huge lithium battery = health issues plus EXPLOSIONS. Would not live in a coastal region.  dailynewscycle.com/flooded-e… nypost.com/2024/03/05/busine…,"Oct 5, 2024 · 9:44 PM UTC",/NtwesSc/status/1842682260849312058#m,0,0,0,0
@ViragConsulting,"Oops! People have noticed that electric cars are actually bad for the environment&#44; so scramble NPR with the ""fact check."" If only misinformation could be outlawed ...  npr.org/2024/09/23/nx-s1-507… #ElectricVehicles","Oct 5, 2024 · 4:38 PM UTC",/ViragConsulting/status/1842605412568457403#m,0,0,0,0
@Kay73744103,5 Ways Electric Cars Destroy the Environment Worse Than Gas-Powered msn.com/en-us/news/technolog…,"Oct 5, 2024 · 2:57 PM UTC",/Kay73744103/status/1842579844590448702#m,0,0,0,0
@Kay73744103,5 Ways Electric Cars Destroy the Environment Worse Than Gas-Powered msn.com/en-us/news/technolog…,"Oct 5, 2024 · 12:20 PM UTC",/Kay73744103/status/1842540431801803106#m,0,0,0,0
@AscendElements,Misinformation about electric vehicles is everywhere&#44; but #EVs are&#44; in fact&#44; better for the environment than internal combustion engines...thanks largely to lithium-ion #battery #recycling! Learn more with Camila Domonoske of @NPR . 👇 npr.org/2024/09/23/nx-s1-507…,"Oct 4, 2024 · 2:24 PM UTC",/AscendElements/status/1842209057551044820#m,0,0,1,0
@ALVINM28966,5 Ways Electric Cars Destroy the Environment Worse Than Gas-Powered msn.com/en-us/news/technolog…,"Oct 4, 2024 · 12:50 AM UTC",/ALVINM28966/status/1842004258209566820#m,0,0,0,0
@Oldbikerfirst,5 Ways Electric Cars Destroy the Environment Worse Than Gas-Powered msn.com/en-us/news/technolog…,"Oct 3, 2024 · 1:43 AM UTC",/Oldbikerfirst/status/1841655264837304522#m,0,0,0,0
@JANETLARNOLD1,5 Ways Electric Cars Destroy the Environment Worse Than Gas-Powered msn.com/en-us/news/technolog…,"Oct 2, 2024 · 9:19 PM UTC",/JANETLARNOLD1/status/1841588948524491145#m,0,0,0,0
@andrej_copy,Love Elon but man do I hate Tesla&#44;  And all the electric (GAY) cars in general&#44; - Not fun to drive - Barely better for the environment - Turns the already bad drivers into even worse ones - Turns people into bots because there's no skill to drive such a car,"Oct 2, 2024 · 10:40 AM UTC",/andrej_copy/status/1841427988178485716#m,1,0,2,0
@SEALAwards,'Despite the stricter regulations&#44; many automakers have been broadly receptive to phasing out internal combustion vehicles while increasing production of electric vehicles.'  // via @BudrykZack bit.ly/4gL9meu,"Oct 1, 2024 · 3:45 PM UTC",/SEALAwards/status/1841142335003828379#m,0,0,0,0
@LetsVeloz,Driving electric is proven to be cleaner for the environment&#44; yet skepticism persists—often due to misuse of narrow data sets. 🌍⚡ At Veloz&#44; we’re committed to busting myths around transportation electrification. 🚗💡 Read more: npr.org/2024/09/23/nx-s1-507… #LetsVeloz,"Sep 30, 2024 · 10:00 PM UTC",/LetsVeloz/status/1840874261369532754#m,0,1,1,0
@Alex_Azlo,Fuck bill gates the WEF puppet&#44; fuck electric cars with batteries that are worse for the environment than burning coal!,"Sep 29, 2024 · 4:43 PM UTC",/Alex_Azlo/status/1840432296953889091#m,0,0,2,0
@CountersparkUS,Electric vehicles are cleaner than gas cars. Tell your friends! 🚗 npr.org/2024/09/23/nx-s1-507…,"Sep 28, 2024 · 11:15 PM UTC",/CountersparkUS/status/1840168368445218820#m,0,0,0,0
@KQEDscience,Electric vehicles are caught up in the culture wars. Data from Ipsos shows the percentage of Americans who believe EVs are better for the environment than gas cars has dropped 5 points since 2022. npr.org/2024/09/23/nx-s1-507…,"Sep 24, 2024 · 5:52 PM UTC",/KQEDscience/status/1838637528120750195#m,0,0,0,0
@Tank9999,#auspol #abc730  The world's Oil Cartel has had a couple of good years Price Gouging it's customers  Electric Car takeup means goodbye to their bullshit Price Cycle & Suddnely th Price Drops  So they go after cheap Chinese Electric Cars They're Spies Now!  theguardian.com/environment/…,"Sep 24, 2024 · 8:54 AM UTC",/Tank9999/status/1838502130740859360#m,0,1,1,0
@CleanairCA,Greenhouse gas emissions dropped 2.4% in 2022&#44; equivalent to removing 2.2 million gas-powered cars from the road for a year. Over half of this reduction came from the transportation sector as more Californians switched to electric vehicles!  Read more: latimes.com/environment/stor…,"Sep 24, 2024 · 12:21 AM UTC",/CleanairCA/status/1838373239413969031#m,0,0,2,0
@CALtGovernor,CA is leading the charge on clean energy with emissions down 2.4%—equal to 2.2M gas cars off the road! 🚗⚡️ 1 in 4 cars sold are ZEVs & industrial emissions are at their lowest since 2000. Clean air & a strong economy go hand-in-hand! latimes.com/environment/stor…,"Sep 23, 2024 · 7:30 PM UTC",/CALtGovernor/status/1838300005070967267#m,0,2,2,0
@WFPLNews,Electric vehicles are caught up in the culture wars. Data from Ipsos shows the percentage of Americans who believe EVs are better for the environment than gas cars has dropped 5 points since 2022.  lpm.org/news/2024-09-23/evs-…,"Sep 23, 2024 · 6:30 PM UTC",/WFPLNews/status/1838284729293889908#m,0,0,1,0
@foodandwater,Misinformation stands in the way of climate progress. Pointless culture wars have caused people to doubt the well-established truth that electric cars are better for the environment than gas-powered cars. npr.org/2024/09/23/nx-s1-507…,"Sep 23, 2024 · 5:29 PM UTC",/foodandwater/status/1838269586212356224#m,0,1,1,0
,,,,0,0,0,0
@justplainbob,People who don't own an electric vehicle and don't want one can't stop saying stupid and wrong things about EVs mprnews.org/story/2024/09/23…,"Sep 23, 2024 · 3:09 PM UTC",/justplainbob/status/1838234270550114624#m,0,1,3,0
@joshuadecter,For someone who claims to be saving the environment by making electric cars&#44; why is Musk against government regulations?  Without government regulations (and government support for alternative energy)&#44; the environment would be in much worse shape. Trump will harm the environment.,"Sep 22, 2024 · 8:14 AM UTC",/joshuadecter/status/1837767515562295688#m,0,0,1,0
@JaredAllebest,EVs are not cleaner for the environment than cars that run on gas. #ClimateScam finance.yahoo.com/news/runni…,"Sep 22, 2024 · 3:51 AM UTC",/JaredAllebest/status/1837701211086377383#m,0,0,0,0
@pluginamerica,🕵️‍♂️ Myths about #EVs being worse for the environment? Not true! Over their lifetime&#44; EVs cut more emissions than gas cars.💨They create thousands of new jobs&#44; powering AZ’s economy & future.🔌🔋Read this article by Liesl P. from @pluginamerica sot.ag/nQsrG,"Sep 20, 2024 · 10:39 PM UTC",/pluginamerica/status/1837260402427642188#m,0,3,4,0
@ScandicAtheist,Net Zero was never realistic or even about the environment. It was always about making life more unbearably expensive and miserable. Cars are more expensive. Gas&#44; electricity more expensive. And it’s only getting worse and worse until you completely forfeit the life you know.,"Sep 19, 2024 · 6:34 AM UTC",/ScandicAtheist/status/1836655019875090716#m,0,0,1,0
@cattyeph,Your freedom for one women’s will lose their rights on their bodies he’ll take us back 100 years with the environment and economy. The old guy is living in the industrial We’re all gonna be at gas guzzling cars. He’s gonna get rid of electric cars.,"Sep 19, 2024 · 1:57 AM UTC",/cattyeph/status/1836585416796798995#m,0,0,0,0
@HowayHarky,The damage to health / environment a single electric car battery can do is much worse than combustion engines. Climate activists esp. JustStopOil are a massive set of cunts&#44; however&#44; I do think the narrative on electric cars batteries needs resetting before it’s too late.,"Sep 17, 2024 · 3:31 PM UTC",/HowayHarky/status/1836065470199275681#m,0,0,0,0
@TempestsWrath,Electric cars are worse for the environment than diesel. The way forward is hydrogen. And to be th most eco friendly buy a  used car with a catalytic converter&#44; using old stuff is greener because of production pollution,"Sep 17, 2024 · 2:07 PM UTC",/TempestsWrath/status/1836044271289303173#m,0,0,2,0
@darthsloth420,So Elon is pushing electric cars&#44; which I own a Tesla&#44; but also owns a space X. Each space X launch emits 76&#44;000 tons of c02 into the environment. That equates to 16&#44;521 years of a single gas powered cars c02 emissions….,"Sep 13, 2024 · 5:26 AM UTC",/darthsloth420/status/1834463695889416587#m,1,0,2,0
@CrisBCT,Electric Vehicles Will Make River Pollution Worse&#44; Says Environment Agency Chairman  Electric vehicles pollute rivers more than other cars because of their weight&#44; according to the Chairman of the Environment Agency.  But his report ignores the road run-off from brake pads which doesn't exist on electric vehicles because of regenerative breaking. Road run-off from tyres and brakes contains pollution&#44; including microplastics&#44; that contaminates the waterways in the U.K.  dailysceptic.org/2024/09/09/…,"Sep 10, 2024 · 9:56 AM UTC",/CrisBCT/status/1833444438443528232#m,0,0,0,0
@evan_van_ness,I rambled a bit about my experiences owning an electric car for the last few months  tldr: they're super fun&#44; i'm unconvinced it's good for the environment&#44; i like gas cars too&#44; batteries wut  evanvanness.com/post/7612151…,"Sep 10, 2024 · 7:02 AM UTC",/evan_van_ness/status/1833400677747323351#m,12,13,63,0
@coach___walker,Thousands flee out-of-control wildfires in California and Nevada   Dems always Condemn everything that is destroying the Environment&#44; Yet Can't Put out a Fire that is 100 times worse than Gas cars.   DEMs are FAKE in Every Way!  msn.com/en-us/weather/topsto…,"Sep 9, 2024 · 2:25 PM UTC",/coach___walker/status/1833149659897856410#m,0,0,0,0
@GreenCarReports,EVs produce less greenhouse gas emissions over their lifecycle than gas-powered vehicles&#44; but SUVs are still worse for the environment than cars. greencarreports.com/news/114…,"Sep 8, 2024 · 11:04 AM UTC",/GreenCarReports/status/1832736663052657062#m,0,1,1,0
@TendayiZinyama,I mean… electric cars are no better for the environment… Arguably they are worse… The cost to replace the battery is way more than you would spend on general vehicle maintenance. I don’t see the appeal. Nor do I see how they are ‘environmentally friendly’…,"Sep 6, 2024 · 5:04 PM UTC",/TendayiZinyama/status/1832102489854009540#m,0,0,1,0
@McLovinDemLosin,Mining for lithium and other essentials for batteries are thousands of times worse for the environment than any petrol engine.  The Left wants you have to have electric cars bcuz they can control them&#44; turn them off.  You can't control a gas engine.  #LeftLies,"Sep 5, 2024 · 7:38 PM UTC",/McLovinDemLosin/status/1831778895080661145#m,0,0,0,0
@lowfreqfilms,FACT: EVs Emit More Toxic Pollution Than Gas-Powered Vehicles:  ✅EVs are 30% heavier than Gas Cars = more brake & tire particles in the air.  ✅Energy to charge EVs comes from burning coal.  ✅Lithium&#44; Cobalt & Nickel mining causes environmental damage.  safety21.cmu.edu/2024/03/06/…,"Sep 5, 2024 · 5:57 AM UTC",/lowfreqfilms/status/1831572409398522112#m,0,0,0,1
@BasicF1,Electric cars release MORE toxic emissions than gas-powered vehicles and are worse for the environment&#44; resurfaced study warns  safety21.cmu.edu/2024/03/06/…,"Sep 3, 2024 · 9:58 AM UTC",/BasicF1/status/1830908289976049953#m,0,0,0,0
@rasored,naturalnews.com/2023-04-24-e… Nothing green about digging up land for minerals for EV`s&#44; nothing green about 20 year life spans of wind & solar farms then burying it in the already destroyed land from mining minerals. EV`s never pay off their footprint !,"Sep 2, 2024 · 3:02 PM UTC",/rasored/status/1830622244248195573#m,0,0,0,0
@EmpressofYork,"this is why i laugh when people say elon is """"saving the environment""""  electric is greenhouse gas free&#44; sure but generating electricity generates greenhouse gasses (most of the time)  plus manufacturing electric cars generates greenhouse gasses","Sep 1, 2024 · 6:13 PM UTC",/EmpressofYork/status/1830307900679467158#m,3,0,2,0
@617TAXICAB,Can somebody tell me why charging electric cars is now the same or more than gas cars. It’s only going to get worse the more EV’s are on the road,"Aug 30, 2024 · 1:43 PM UTC",/617TAXICAB/status/1829515305556844784#m,0,0,0,0
,,,,0,0,0,0
@bellarice48,this right here is way worse on the environment than gas powered cars,"Aug 27, 2024 · 12:51 PM UTC",/bellarice48/status/1828415036664025495#m,0,0,0,0
@kevinsonofken,"CBS reports ""Electric planes are faster&#44; safer&#44; more reliable&#44; cost far less to operate&#44; and are better for the environment"" compared to fossil fuel planes. Kinda like electric cars compared to gas cars.  ow.ly/bSgF50T63If","Aug 25, 2024 · 10:00 PM UTC",/kevinsonofken/status/1827828511253410227#m,0,0,0,0
@RideDriveClean,"CBS reports ""Electric planes are faster&#44; safer&#44; more reliable&#44; cost far less to operate&#44; and are better for the environment"" compared to fossil fuel planes. Kinda like electric cars compared to gas cars.  ow.ly/bSgF50T63If","Aug 25, 2024 · 10:00 PM UTC",/RideDriveClean/status/1827828480421056617#m,0,0,0,0
@MunibaKamal,Meanwhile the conversation out West is not about luxury cars and mid range cars. It's moved towards petrol/gas guzzling cars versus electric cars. Many moving to electric cars to save the environment.,"Aug 25, 2024 · 5:44 PM UTC",/MunibaKamal/status/1827763925724926442#m,0,0,0,0
@Tammyjo_M,I am not against electric vehicles. I am against the mandates to buy them to combat climate change. It is hypocritical. The cars are worse for our environment.  #ClimateCrisis #ClimateCatastrophe,"Aug 25, 2024 · 1:02 PM UTC",/Tammyjo_M/status/1827693086723711157#m,0,0,0,0
@stevehartha,Electric cars gotta be the most retarded thing created  Oh yeah let me charge my car battery (that’s a worse alt environmentally) with the same fuel that runs gas cars  Simultaneously exposing myself to abnormal amounts of EMF every single time I drive   Yeah&#44; makes tons of sense,"Aug 22, 2024 · 1:55 PM UTC",/stevehartha/status/1826619106810102127#m,0,0,0,0
@RobertH49979735,Electric cars in the long run or worse than for the environment than any gas guzzling SUV or any diesel truck,"Aug 20, 2024 · 8:09 PM UTC",/RobertH49979735/status/1825988567849423240#m,0,0,0,0
@wyattsacher07,Are Food prices are so high&#44; People can’t buy Food. Biden and Kamala  stopped drilling for Oil. It caused high Gas prices. To make things worse&#44; they want to ban our Cars making People drive Electric Cars. Some People won’t be able to afford an Electric Car. >,"Aug 20, 2024 · 6:30 PM UTC",/wyattsacher07/status/1825963698487234616#m,0,0,0,0
@_oey192,I really hope that everyone who hates on EVs because their batteries are “worse for the environment than gas cars” does not hold this opinion  From a financial perspective&#44; this opinion is fine. From an environmental perspective&#44; it is not,"Aug 19, 2024 · 8:36 PM UTC",/_oey192/status/1825632997246472538#m,0,0,0,0
@TruthSeeker2328,You couldn’t give me an electric car for free. The lithium batteries are worse for the environment than gas is…,"Aug 18, 2024 · 9:11 PM UTC",/TruthSeeker2328/status/1825279313039753485#m,0,0,0,0
@culpable_mink,The funny thing is that as electric vehicles make up more of the cars on the road&#44; the economics of hauling gas out to gas stations in the middle of nowhere is just going to get even worse.,"Aug 16, 2024 · 1:52 PM UTC",/culpable_mink/status/1824444199305175144#m,3,2,30,0
@Crudeli45198835,Studio: i veicoli elettrici rilasciano più emissioni tossiche&#44; peggiori per l'ambiente rispetto alle auto a benzina climatechangedispatch.com/st…,"Aug 12, 2024 · 1:27 PM UTC",/Crudeli45198835/status/1822988332026011649#m,1,0,1,0
@JimintheSW,Stupidity at its finest. Liberals virtue signaling. Electric cars are worse for the environment. The carbon ftprint to make a ev battery is = to driving a combustion car for 10 years. And before that 10 yrs is up&#44; you'll have to replace it. So = to 20yrs. That's  just to start.,"Aug 12, 2024 · 6:19 AM UTC",/JimintheSW/status/1822880660543185284#m,0,1,3,0
@PoisonIceCream1,Don't buy electric cars. They are worse for the environment&#44; and your body&#44; than gas-powered cars.,"Aug 11, 2024 · 11:06 PM UTC",/PoisonIceCream1/status/1822771494164029898#m,0,0,0,0
@Jack4Nj2025,I see no reason for people to buy cars that are not hybrid&#44; they save gas&#44; does not have the downsides of electric cars&#44;helps the environment and helps this nations reliance on foreign oil! #cars,"Aug 10, 2024 · 5:19 PM UTC",/Jack4Nj2025/status/1822321791341039997#m,0,1,1,0
@ladyplayplay,I will never get an electric car..unless the charger is at my house. I cannot be 20 minutes from my house&#44; sitting in 115 degree weather&#44; charging my car 🤣 I barely wanna pump gas. I give it to you electric cars owners -yu waste ur time to save the environment 🤯🤣 couldn’t be I,"Aug 8, 2024 · 4:36 PM UTC",/ladyplayplay/status/1821586288556032021#m,0,0,1,0
@umutonishakilla,#Rwanda extends zero-rated import duty on electric & hybrid vehicles until  the end of FY 2024/25. The decision is designed to accelerate the transition to electric cars and motorcycles and to reduce greenhouse gas emissions.  tinyurl.com/yc2yyx62,"Aug 7, 2024 · 9:54 AM UTC",/umutonishakilla/status/1821122815757578248#m,0,0,0,0
@ClarisseKeza,Rwanda extends zero-rated import duty on electric & hybrid vehicles until the end of FY 2024/25. The decision is designed to accelerate the transition to electric cars and motorcycles and to reduce greenhouse gas emissions. #RwandaWorks tinyurl.com/yc2yyx62,"Aug 7, 2024 · 9:46 AM UTC",/ClarisseKeza/status/1821120838571065673#m,0,0,0,0
@MaryJoestr123,They talk about gas cars environmentally. What about what happens when electric car batteries explosed? They unleach lethal fumes to humans and firemen can't get the fire out. Electric cars are a hazard and terrible for our environment  ://youtu.be/ezFz1ZEvuqI?si=Bms7fUcE9cPS2vdv,"Aug 5, 2024 · 12:13 AM UTC",/MaryJoestr123/status/1820251681889927619#m,0,0,0,0
,,,,0,0,0,0
@hannacars_fl,🚗🔋 Turn your gas savings into a car payment with an EV from Hanna Cars! 🌿 Save money&#44; help the environment&#44; and drive the latest in automotive technology. Visit us today and see how easy it is to make the switch to electric! 🌟  View inventory: birdeye.cx/5ti6jg,"Jul 31, 2024 · 2:03 PM UTC",/hannacars_fl/status/1818648576282837412#m,0,0,0,0
@SEALAwards,'Despite the stricter regulations&#44; many automakers have been broadly receptive to phasing out internal combustion vehicles while increasing production of electric vehicles.'  // via @BudrykZack thehill.com/policy/energy-en…,"Jul 30, 2024 · 3:45 PM UTC",/SEALAwards/status/1818311947281903809#m,0,0,0,0
@MSU_EGR,What will it take to turn Michigan into an electric vehicle state? More information on the benefits of EVs&#44; CEE Associate Professor Mehrnaz Ghamami told Bridge Magazine. Plus&#44; exposure to those who have already reached an EV passion. See the story: spr.ly/6011cOarL,"Jul 30, 2024 · 3:00 PM UTC",/MSU_EGR/status/1818300527244976474#m,0,0,0,0
@RDVLLC,Because of Bidens looming electric car mandate the avg price of a new car is 48k and going to get worse as gas fueled cars production is going to be reduced.,"Jul 28, 2024 · 6:36 PM UTC",/RDVLLC/status/1817630325134217393#m,0,0,0,0
@MohrManWisdom,Electric cars are going to be so bad for the environment that people will beg for traditional gas engines. This is not a good sign.,"Jul 28, 2024 · 4:37 AM UTC",/MohrManWisdom/status/1817418987010953660#m,0,0,0,0
@wallingk89,I'm letting you know now if you vote for that bitch your gas cars are gone&#44;your insurance will disappear and you think grocerys  and electric and if you pay for water you will be screwed. And you will be paying for all of there illegals in our mist now worse then ever,"Jul 25, 2024 · 7:15 PM UTC",/wallingk89/status/1816552986707132501#m,0,0,0,0
@Xenomarky,Just a reminder - electric cars are ten times worse for the environment (ours and the planet) and quite a few little children's hands&#44; feet and lives were lost making them.,"Jul 24, 2024 · 1:25 PM UTC",/Xenomarky/status/1816102313121001561#m,0,0,0,0
@ShiniBlackRose,I think the worse part of Emon is I was rooting for him&#44; sure he was a Capitalist and a shitty person&#44; but before I know how terrible he was&#44; he someone who invested in electric cars which are better for the environment than gasoline&#44; and mostly SpaceX. Dudes is a horrible person,"Jul 24, 2024 · 6:37 AM UTC",/ShiniBlackRose/status/1815999824124338494#m,1,0,1,0
@RobDon213LA,Regardless of who will be in the WH come January&#44; all I want to see is worldwide peace&#44; wars to end&#44; cleaner environment - I think gas cars and electric cars can co-exist&#44; better relations with other countries&#44; crime to go down in places like L.A. and many others.,"Jul 21, 2024 · 6:48 PM UTC",/RobDon213LA/status/1815096540714897528#m,0,0,0,0
@HeatStroke202,Tesla owners really talk a lot of shit until they realize the second their car gets into a wreck a new battery will cost close to $20k to replace and is also a hell of a lot worse for the environment overall. I’ll die on this hill when I say electric cars are NOT that great.,"Jul 21, 2024 · 3:24 PM UTC",/HeatStroke202/status/1815045298458333569#m,0,0,0,0
@WildBillNoMore,Damn global elitists cramming $60K electric cars down our throats when their manufacturing threatens the environment even worse.,"Jul 19, 2024 · 8:35 PM UTC",/WildBillNoMore/status/1814398708924198918#m,0,0,0,0
@DrDanLevy,Production of Leftists’ beloved wind turbines produces massive amounts of the most toxic and long-lasting greenhouse gas known to mankind.  lindabonvie.substack.com/p/w… And these are the “experts” who insist you only drive super-expensive electric cars to “save the environment”.,"Jul 17, 2024 · 6:05 PM UTC",/DrDanLevy/status/1813636280296898994#m,0,0,0,0
@ArtcriticDK,Trump says electric cars are worse for the environment than gas cars...and Elon Musk endorses him! Lol!,"Jul 17, 2024 · 3:10 AM UTC",/ArtcriticDK/status/1813411046591242556#m,0,0,1,0
@bucanner019,What I found is that widespread adoption of electric vehicles nationwide will likely increase air pollution compared with new internal combustion vehicles. You read that right: more electric cars and trucks will mean more pollution.  politico.com/agenda/story/20…,"Jul 17, 2024 · 12:43 AM UTC",/bucanner019/status/1813373960991498692#m,0,0,0,0
@jsmolinski21,Let's talk about how Electric cars are worse for the environment than gas cars youtube.com/live/beq53zJSi6E…,"Jul 14, 2024 · 5:42 AM UTC",/jsmolinski21/status/1812361962350584071#m,0,0,0,0
