username,content,timestamp,link,comments,retweets,likes,quotes
@CCogitationis,canada.ca/en/environment-cli…  this regulation banning sakes of gas cars is still in place but liberals say it doesn't exist,"Jun 19, 2025 · 2:38 AM UTC",/CCogitationis/status/1935527651826970776#m,0,0,0,0
@Xxxcessive,Fuck the environment fuck electric cars fuck human rights fuck the government fuck technology you'll all be mind slaves to forced birth implantation and anyone who differs from servitude will be rewired at brain facilities and you all deserve it and worse fuck you lying bitches,"Jun 13, 2025 · 3:43 AM UTC",/Xxxcessive/status/1933369523048153210#m,0,0,0,0
@chiefstonefox,Why doesn't this label government back off? Nobody wants these electric golf cart cars. They are totally useless and costs more to operate and are worse than the environment than our current gas and diesel part of vehicles. Fuck off government and let me buy the car I want.,"Jun 11, 2025 · 1:29 PM UTC",/chiefstonefox/status/1932792332660695410#m,0,0,0,0
@AndyHar51079924,I’ll be fair with you&#44; I just hate EVs completely&#44; whether they’re a. Tesla&#44; Chevy Volt&#44; or Mustang Mach E or otherwise. They’re worse for the environment than gas cars&#44; they really don’t work as advertised. I feel like they’re an assault on freedom.,"Jun 10, 2025 · 8:47 PM UTC",/AndyHar51079924/status/1932540099494809669#m,1,0,1,0
@SEALAwards,'Despite the stricter regulations&#44; many automakers have been broadly receptive to phasing out internal combustion vehicles while increasing production of electric vehicles.'  // via @BudrykZack thehill.com/policy/energy-en…,"Jun 10, 2025 · 3:45 PM UTC",/SEALAwards/status/1932464060324315614#m,0,0,0,0
@ElaineC06883830,Mister Musk is convinced that electric is better for the environment. That I believe.  You don't see too many gas cars fortunately that are dirty anymore. Maybe it's become more affordable for people to maintain them?  Now my husband is very versed on gas and can build a car. And electric vehicles are his livelihood part of it. Of course you wanna support your product if you believe in it. We had great products when I was selling paint. Then they started changing them. Many people don't like change... creatures of habit. Then I get disgusted thinking about Obama and the change we can believe in... No thank you,"Jun 6, 2025 · 7:07 AM UTC",/ElaineC06883830/status/1930884215568060575#m,0,0,0,0
@SolidAfrica,Happy Environment Day!  Today we celebrate our efforts in Environmental Conservation.  At @SolidAfrica&#44; we adopted environmental conservation methods like using electric cars and minimizing carbon emission in our cooking by using LPG gas and electricity.,"Jun 5, 2025 · 12:26 PM UTC",/SolidAfrica/status/1930602078734352802#m,1,0,1,0
@crollo1983,Old blockchains are like fossil fueled cars: Expensive&#44; hungry for gas and bad for the environment.  The new era of blockchains are like electric cars: Cheap&#44; gasless and… guess who leads the competition?  $BROCK is the #Tesla of #Web3  Don’t sleep on this one. ☝️   #Bitrock,"May 28, 2025 · 12:27 PM UTC",/crollo1983/status/1927703271956685119#m,6,11,38,1
@CALIVEDATA,ift.tt/81uxKij   California is steering towards a cleaner future as leaders champion the shift from gas-powered cars to innovative electric alternatives&#44; promising a significant impact on our environment.     Learn more here    #CA #CitizenPorta… ift.tt/pEdfR53,"May 25, 2025 · 8:39 AM UTC",/CALIVEDATA/status/1926558699369242735#m,1,0,0,0
@GoRixter,People replace their gas-powered cars every 12 years&#44; while electric cars are renewed every 3 years. That's terrific for the environment farmingdale-observer.com/202…,"May 16, 2025 · 5:17 AM UTC",/GoRixter/status/1923246295138881653#m,0,0,0,0
@kleanestgirl,"The truth is that most people in this state support high gas prices because they believe it will force people into electric cars or public transport......and force out the riff raff who ""don't care about the environment.""  pressenterprise.com/2025/05/…","May 15, 2025 · 10:32 PM UTC",/kleanestgirl/status/1923144499892498609#m,0,0,0,0
@mcmahon488,Why do Demonrats who talk about the environment they all use private jets cost 30000 a trip and burnining and emitting more pollution that using an electric car. Or use gas burning cars in the normal day to get around.,"May 9, 2025 · 12:58 AM UTC",/mcmahon488/status/1920644421034422648#m,0,0,0,0
@MrLLL21,You know what I found funny? Those indo libertard who like to lick US Booth suddenly say electric cars are bad especially from China&#44; after Trump said they will keep using fossil gas. 😂&#44; aren't you guys keep saying using gas is bad for the environment?,"May 8, 2025 · 11:13 AM UTC",/MrLLL21/status/1920437011757842700#m,1,0,1,0
@StitchFreedom,The scam that electric cars are better for the environment is coming to an end. The herd begins to question electric cars they learn they can cost more to buy&#44; maintain and charge. the electricity used to charge these cars comes from power stations that burn coal or natural gas,"May 8, 2025 · 1:29 AM UTC",/StitchFreedom/status/1920289912739299548#m,0,0,0,0
,,,,0,0,0,0
@EntwisleW33476,The amount of extra pollution created by making more electric power for electric cars&#44; and other electric items is close to equal to the pollution of gas combustion cars. You’re not helping the environment. ￼,"May 4, 2025 · 8:01 PM UTC",/EntwisleW33476/status/1919120339222581502#m,0,0,0,0
@IdgiusAlpha,🚨 CANADA BANS GAS CARS WITHOUT A VOTE — FULL ELECTRIC MANDATE FORCED ON CITIZENS BY 2035! 🚨  No debate. No vote. Just pure authoritarianism. Canada’s radical Environment Minister Steven Guilbeault quietly rewrote CEPA — the Canadian Environmental Protection Act — and now by 2035&#44; buying a gas or even a hybrid car will be ILLEGAL. The plan? 2026: 20% of new cars MUST be electric 2030: 60% 2035: 100% — or else.  This is what happens when climate extremism replaces democracy. No public input&#44; no Parliament vote — just a unilateral power grab crushing freedom and choice. And while Canadians are forced into unaffordable EVs&#44; leaders like Trudeau are driving this agenda at the expense of working people.  Meanwhile&#44; voices like former MP Ryan Williams are raising serious questions: What if Canada joined the U.S. as the 51st state? Open trade&#44; lower taxes&#44; energy freedom&#44; and no more environmental tyranny. But Trudeau’s crew laughs it off — while ignoring the real economic and political pain they’re inflicting on their own people.  President Trump fights for energy independence&#44; freedom of choice&#44; and real leadership. What’s happening in Canada is a warning to us ALL.  Stand up&#44; speak out&#44; and defend freedom before it’s gone. @TaraBull808 @WallStreetApes #EVMandateMadness #Trump2024 #FreedomOfChoice,"May 4, 2025 · 5:52 PM UTC",/IdgiusAlpha/status/1919087704530374949#m,1,2,3,0
@gaby2626,Soooo stupid  Electric cars are worse for environment  Canada is fucked. Sad to see,"May 4, 2025 · 5:56 AM UTC",/gaby2626/status/1918907645940953525#m,0,0,0,0
@PolitickleNews,Canada's Electric Overdrive: Gas Cars Banned Without a Peep! 🇨🇦  Canada's stealthy ban on gas and hybrid cars by 2035&#44; enacted without a vote via CEPA changes&#44; has sparked fiery debate. Environment Minister Guilbeault's quiet push for full electric is revving up controversy.,"May 4, 2025 · 2:00 AM UTC",/PolitickleNews/status/1918848295243260379#m,0,0,4,0
@Eyes777Open,If the cars were TESLA would be considered domestic terrorist. According to Trump. Irony is that electric vehicles cause more harm than gas vehicles to the environment. Fools like this should face the same consequences of anyone destroying property.,"Apr 25, 2025 · 8:58 AM UTC",/Eyes777Open/status/1915691893771346314#m,0,0,0,0
@FollowingM42309,Electric Cars are just as bad if not worse than gas cars. A lithium battery produces more toxic surplus in its production than dozens of gallons of gasoline.,"Apr 24, 2025 · 8:34 PM UTC",/FollowingM42309/status/1915504647881843029#m,0,0,0,0
@DanCott13,ELECTRIC CARS ARE WORSE FOR THE ENVIRONMENT THAN GAS CARS  THE PRODUCTION PROCESS ALONE IS HORRIBLE,"Apr 20, 2025 · 2:24 PM UTC",/DanCott13/status/1913961927765885436#m,0,0,0,0
@RonPeck20,Are Electric Cars Worse for the Environment Than Gasoline Vehicles? msn.com/en-us/autos/news/are…,"Apr 18, 2025 · 12:42 PM UTC",/RonPeck20/status/1913211479970508837#m,0,0,0,0
@Dhanesh2607,Myth: EVs are worse for the environment. Fact: EVs cut lifecycle emissions by up to 50% vs. gas cars. 💡 Drive the truth! #EVFacts #ElectricVehicles carbonbrief.org/factcheck-21…,"Apr 18, 2025 · 1:42 AM UTC",/Dhanesh2607/status/1913045532391641126#m,0,0,1,0
@stopbanningmep,Sorry&#44; Tesla&#44; you do not want to go woke with this environmental B.S.  Electric cars are worse for the environment than gas cars. This is because the pollution from mining for the materials for the battery is WAY MORE than any pollution caused by gas cars.,"Apr 17, 2025 · 6:05 AM UTC",/stopbanningmep/status/1912749338884964460#m,1,1,1,0
@Kapital2Marx,Watching the debate&#44; I am uncomfortable with federal leaders who claim to care about the environment and none of them reportedly have electric cars. There was a photo of Singh hopping in a gas guzzling Maserati barely several months ago on Parliament hill... Ditch the oil&#44; guys..,"Apr 17, 2025 · 6:00 AM UTC",/Kapital2Marx/status/1912748101703512427#m,0,0,1,0
@abomb4423,Electric cars make the environment worse. FACT,"Apr 17, 2025 · 3:09 AM UTC",/abomb4423/status/1912704929187103055#m,0,0,0,0
@envormhq,Electric Vehicles Are Changing the Way We Move -  Gas cars waste 75% of their energy while EVs silently dominate with 91% efficiency. See why drivers are making the switch in record numbers. #Environment envorm.com/transport/electri…,"Apr 14, 2025 · 11:58 PM UTC",/envormhq/status/1911932034521715108#m,0,0,1,0
@Junior2uu,Not even one electric car they selling while China is cleaning up their environment and pushing ahead with affordable EVs all these dealerships do is import gas cars into Jamaica no one wants to take the lead except for ATl BYD.,"Apr 10, 2025 · 5:55 AM UTC",/Junior2uu/status/1910209945280131567#m,2,0,3,0
@CanadaDefiant,Are electric cars worse for the environment than the current internal combustion models? youtube.com/watch?v=PVg9l5vj…,"Apr 9, 2025 · 3:29 PM UTC",/CanadaDefiant/status/1909992188676546697#m,0,0,0,0
@M_O_Gwhy,Petroleum is earth-blood&#44; and it's a renewable resource. That's why the gas powered auto mobile industry hasn't fallen off like they said it would in the 70's. No&#44; the fix wasn't electric cars. That's actually worse for your argument if you know how those work/where it comes from,"Apr 8, 2025 · 11:22 PM UTC",/M_O_Gwhy/status/1909748643713741068#m,1,0,2,1
@SEALAwards,'Despite the stricter regulations&#44; many automakers have been broadly receptive to phasing out internal combustion vehicles while increasing production of electric vehicles.'  // via @BudrykZack thehill.com/policy/energy-en…,"Apr 8, 2025 · 3:45 PM UTC",/SEALAwards/status/1909633617292108140#m,0,0,0,0
@jackehill,“The Hot New TikTok Trend: Trading in Teslas for Other EVs”  Unfortunately some owners are turning back to full gas powered.  Trump/Musk are doing a great job raising chaos.  #environment #Teslas #tariffs roadandtrack.com/news/a64379…,"Apr 4, 2025 · 8:50 PM UTC",/jackehill/status/1908260887875760284#m,0,0,0,0
@apotheon,news flash:  Electric cars aren't actually great for the environment&#44; but burning electric cars is even worse.,"Apr 3, 2025 · 7:26 PM UTC",/apotheon/status/1907877435741213006#m,1,1,13,0
@ViolenceVirtual,WHY DO LIBERALS HATE ELECTRIC CARS ALL OF A SUDDEN WHEN A FEW YEARS AGO THEY WANTED TO ABOLISH GAS CARS TO HELP THE ENVIRONMENT,"Apr 2, 2025 · 4:10 AM UTC",/ViolenceVirtual/status/1907284424347025841#m,0,0,0,0
,,,,0,0,0,0
@dazzle900,I can’t stop laughing that the ones who used to chain themselves to trees in the name of saving the environment are now blocking electric charging stations with their gas guzzling carbon cars.,"Apr 1, 2025 · 7:11 PM UTC",/dazzle900/status/1907148920595046647#m,1,1,6,0
@RussellMace2,"""WE WANT TO SAVE THE ENVIRONMENT""  ""NO MORE GAS GUZZLING POLLUTERS""  ""WE WANT ELECTRIC CARS""  The hypocrisy of the Democratic Party is astounding.","Mar 31, 2025 · 2:39 PM UTC",/RussellMace2/status/1906718117956341819#m,0,0,0,0
@shirleyvc725,These democrats are so ignorant protesting tesla that are EVs sure for 4 long years they cried (WE NEED ELECTRIC CARS FOR THE ENVIRONMENT) NOW they are protesting them so people will trade them in for gas guzzling vehicles.They just don't make no sense Just a bunch of hypocrites,"Mar 30, 2025 · 4:39 PM UTC",/shirleyvc725/status/1906385898712789403#m,0,0,0,0
@Mickskinz,I posted this when it first came out. Here it is again. Electric cars are a scam and 10x worse for the environment than petrol or diesel cars. Yet they push this bullshit on the unsuspecting public who think they are carrying out a righteous act when buying their slave cars that can also be switched off remotely.,"Mar 27, 2025 · 12:17 PM UTC",/Mickskinz/status/1905232671736807914#m,1,1,6,0
@RolinStoneNY,The Environment: New Report Shows Electric Vehicles Are Worse for Environment Than Gas Cars: Turns out mining rare metals with child labor in Africa isn’t super eco-friendly. Who knew?,"Mar 27, 2025 · 12:02 PM UTC",/RolinStoneNY/status/1905228948570579068#m,0,0,0,0
@markalban,Your Electric Car Might Be Worse Than a Gas Guzzler msn.com/en-au/news/other/you…  Until this shit gets sorted&#44; I'm off the train re electric cars. Go figure...,"Mar 26, 2025 · 3:38 AM UTC",/markalban/status/1904739618320506956#m,0,0,0,0
@KenFarmerTV,Hydrogen chloride&#44; hydrogen cyanide&#44; carbon dioxide&#44;hydrogen fluoride&#44; carbon monoxide. Those are just some of the poisons released every time someone burns an electric car.   Those people have done more damage to the environment than a dozen gas cars.,"Mar 24, 2025 · 8:19 PM UTC",/KenFarmerTV/status/1904266865477550558#m,0,0,0,0
@shady_orwell,I agree that EVs in general are horrible for the environment (probably worse than gas cars in the long run) but climate cultists were always just thinly veiled communists with a touch of extreme hubris and oozing self righteousness.,"Mar 24, 2025 · 12:45 AM UTC",/shady_orwell/status/1903971520130482601#m,0,0,0,0
@Glumaelk,After he went on TV to cry and beg people to buy Tesla stock.  Also 3 years ago you guys were screaming about how teslas are worse for the environment than gas cars what happened,"Mar 23, 2025 · 8:55 PM UTC",/Glumaelk/status/1903913535777693933#m,0,0,0,0
@JohnRLottJr,.@SenMarkKelly made a big deal about buying 2 electric cars to show he cared about the environment. Now he sells his EVs & buys BIG gas powered vehicles! Democrats please explain. Even if he hates Tesla & @elonmusk&#44; were there no other EVs? Why did he really originally buy EVs?,"Mar 23, 2025 · 4:09 PM UTC",/JohnRLottJr/status/1903841426313515358#m,32,31,151,3
@er0ckr,Just paid $450 yesterday for my car registration at the DMV... I own an EV. Seems crazy to me that I have to pay 3x what gas cars have to pay. Isn't the whole mantra of California that we want to incentivize people to buy electric cars to save the environment?,"Mar 23, 2025 · 11:20 AM UTC",/er0ckr/status/1903768689117159929#m,2,0,0,0
@JPanjehshahi,Neither. Never been a fan. Electric cars are way worse for the environment (and humanitarian reasons) than regular cars.,"Mar 22, 2025 · 8:12 PM UTC",/JPanjehshahi/status/1903540218310869172#m,0,0,0,0
@DysFunky1_,Setting electric cars and charging stations on fire is far worse for the environment than my diesel truck fyi,"Mar 22, 2025 · 3:28 PM UTC",/DysFunky1_/status/1903468712361083350#m,1,0,2,0
@LissaMac2,Oh really?  Well enjoy.  You are free to do so.  So what that Hyundai uses gas instead of electric cars?  Guess you no longer care about the environment lol?,"Mar 21, 2025 · 2:17 PM UTC",/LissaMac2/status/1903088524561105384#m,0,0,0,0
@happyGuy8775,So let me get this straight the democrats who want people to use electric cars because it’s good for the environment are the same people who are burning Tesla’s and putting smoke in the air to make climate change worse! Make it make sense,"Mar 20, 2025 · 11:12 PM UTC",/happyGuy8775/status/1902860777549337030#m,0,1,0,1
@Costas589750,But you were against all that then. Now what changed?  Amazing that Trump changed the leftists to hate electric cars…go get a gas guzzler and talk about the environment,"Mar 20, 2025 · 10:08 PM UTC",/Costas589750/status/1902844720889344050#m,0,0,0,0
@SG55986,Burning Tesla cars makes no sense to me. Push for electric rides; the pollute the environment worse than any gasoline engine ever.,"Mar 20, 2025 · 3:23 PM UTC",/SG55986/status/1902742723666338281#m,0,0,1,0
@Thor644,All this is proving is liberals were never concerned about the environment anyway. Destroying electric cars&#44; setting fires to plastics and battery chemicals and buying gas guzzling SUV’s isn’t a protest….its an excuse #Tesla,"Mar 20, 2025 · 1:50 PM UTC",/Thor644/status/1902719466678505851#m,0,0,2,0
@DonnaBuss16,I want to know why the Kelly twins are getting rid of Tesla moving to gas rigs (there are other electric cars) shows you that THEY really care about the environment&#44; RIGHT?  That is crap!,"Mar 20, 2025 · 3:24 AM UTC",/DonnaBuss16/status/1902561765591773197#m,0,0,1,0
@rich32392746,Biggest phoney there is. He bought a Tesla to make the assholes the follow him think he cares about environment&#44; lol. He traded it for a gas guzzler. Chevy makes electric cars. So who is the asshole?,"Mar 20, 2025 · 2:33 AM UTC",/rich32392746/status/1902548998268871046#m,0,0,1,0
,,,,0,0,0,0
@PhyllisNew54397,Why would a democrat sell his Tesla and purchase a gas hog Suburban&#44; when he's been screaming GREAT concern about the environment for years?? The environment healed itself?? While you lousy bunch of criminals burn Tesla Dealerships & electric cars!?! You people are sick & evil,"Mar 20, 2025 · 2:27 AM UTC",/PhyllisNew54397/status/1902547628623048849#m,0,0,0,0
@ElizabethAttar5,Gas just as bad if not worse than Coal. GO ELECTRIC ASAP! GO SOLAR ASAP. theguardian.com/environment/…,"Mar 19, 2025 · 10:28 PM UTC",/ElizabethAttar5/status/1902487309909725353#m,0,0,0,0
@ShellFortune,Of course&#44; they're orange man got all the liberals crazies to hate electric cars...  When 2 years ago&#44; NOOO TO GAS VEHICLES THAT KILL THE ENVIRONMENT.. TO NOW... Blowing up @Tesla dealerships...  Bawhhaaa you people are cray cray!,"Mar 19, 2025 · 8:56 PM UTC",/ShellFortune/status/1902464225576153297#m,0,0,1,0
@VTDC802,Westman: Transportation fund in even worse shape than expected  vermontdailychronicle.com/we…  “We all know the shift to electric cars is affecting our revenues because of the lack of fuel taxes. But most of us don’t think about the fact that the efficiency of our gas and diesel cars and trucks is also reducing revenues for the upkeep of our roads.”,"Mar 19, 2025 · 6:11 PM UTC",/VTDC802/status/1902422582105682238#m,0,0,0,0
@AMpatriot2016,The same ppl who wanted to outlaw gas cars and stoves to save the environment are now using gas to set electric vehicles on fire… #tesla #LiberalismIsAMentalDisease #ElonMusk #doge,"Mar 19, 2025 · 5:55 PM UTC",/AMpatriot2016/status/1902418654995624315#m,0,0,1,0
@JimSpradlin7,Yes... These electric cars and their batteries burning is worse on the environment than all emissions from California manufacturing for 2 full years.,"Mar 19, 2025 · 1:21 AM UTC",/JimSpradlin7/status/1902168550824980781#m,0,0,0,0
@StoryMemeMovie,I love it!  This is what Dems do. They try to make the environment political so they can make us buy electric cars.  But the next moment&#44; they're buying gas cars.,"Mar 17, 2025 · 5:59 PM UTC",/StoryMemeMovie/status/1901694975567683625#m,0,0,1,0
@jimmycrossusa,Lol remember when these clowns used to tell us to stop cooking with gas stoves and buy electric cars to save the environment.  Now all of a sudden the environment is safe and you can drive gas cars again&#44; because they don’t like the person who makes the electric ones anymore 🤣🤣,"Mar 17, 2025 · 12:43 AM UTC",/jimmycrossusa/status/1901434298491720023#m,0,0,0,0
@QPATRIOTMLO1,See how they are?  Proof that the whole push these politicians had trying to force everyone to buy electric cars and go away from gas&#44; for the good of our environment was ALLLLLLLL POLITICAL BULLSHIT!!  I have always felt people should buy whatever cars they want&#44; but you see it right?  You see that it was NEVER about the good of our environment or climate change and it was ALWAYS about controlling us.  They literally would have forced every American to buy an electric car had Kamala won.  I don't have ANY money to buy ANY car since I totaled my QMOBILE&#44; so I certainly don't have the money to buy a Tesla.  I believe the American people should have choices and our government should NEVER have so much power that they can take basic choices away from you because of political nonsense.  I think he got that big Tahoe because his balls are shrinking massively due to President Donald J. Trump and Elon Musk Making America Great Again and their balls are SOOOOOO HUGE he has to compensate with that big huge Chevy Tahoe.,"Mar 16, 2025 · 7:55 PM UTC",/QPATRIOTMLO1/status/1901361614718402936#m,0,1,0,0
@Cynbased4ever,Notice that people that tried to force electric cars on you to save the environment have ditched Elon because he’s friends with .trump & now buy gas guzzling SUVs! They have no sincerity in their ‘views’ whatsoever! Kudos to Breanna for pointing it out. Watch:,"Mar 16, 2025 · 7:44 PM UTC",/Cynbased4ever/status/1901359043941224732#m,0,0,0,0
@jrlcats8,Trump is a genius! He has single handedly change climate change freaks minds!!! They are selling their electric vehicles and buy gas guzzlers!! They are even burning their EV’s which is 100 times worse for the environment!!!!,"Mar 16, 2025 · 7:21 PM UTC",/jrlcats8/status/1901353200520777880#m,0,0,2,0
@allisons_acct,EV batteries hurt the environment. Gas cars are still worse   npr.org/2024/05/09/125021221….,"Mar 15, 2025 · 1:17 PM UTC",/allisons_acct/status/1900899191250952449#m,3,1,13,0
