user,text,created_at_datetime,link,comments,retweets,quotes,likes,alignment
@EMAmbrosias,"""Dear @CommunityNotes ,\n\nThe Centers for Disease Control and Prevention are nothing more than a government propaganda mill and not a reliable source.\n\nAfter all, it was the CDC, along with the rest of the government, that told us lies about masks being effective, put us into lockdowns, told us that the jab was safe and effective when it wasn't, and helped put our economy into a terrible state.\n\nRaw milk is no more dangerous than pasteurized milk when the farmers are doing everything they should. I used to get raw milk in Colorado from a farm that had no E. Coli or Listeria outbreaks.\n\nAnother interesting thing to note: lactose intolerant people tend to be able to consume raw milk and not suffer any ill effects. My ex-wife was a prime example.\n\nSo, Community Notes gets a big fat fail on this note.""",2024-09-02T12:57:00Z,/EMAmbrosias/status/1830590978169680353#m,1,0,0,1,1
@IamLisaRyan,"""I hope they win. These five states will not just expose Pfizer’s lies, they will expose all the lies the government told you to keep you sick and under their control. They created Covid. They leaked it. They mandated vaccines, masks sad lockdowns. #VoleTrump""",2024-08-30T00:24:00Z,/IamLisaRyan/status/1829314279545487618#m,0,0,0,1,1
@HerfelLee,"""Surgical masks do not stop viruses\n\nUS government lies\n\nMask mandates only about power""",2024-07-03T12:08:00Z,/HerfelLee/status/1808472887155626014#m,0,0,0,0,0
@CHANNAKAJIMA,"""#Canada #vaccinepassports #vaccine #VaccineSideEffects #covid19 #masks #medicalpassports #masksareuseless #viruses #bacteria #NDP #LiberalParty #evil #propaganda #terror #control #liars #lies #propaganda #governmentpropaganda #cbcnews #ctvnews #globalnews #nationalpost #fascists""",2024-06-19T09:12:00Z,/CHANNAKAJIMA/status/1803355100254966076#m,1,0,0,0,1
@andred928,"""Behind the curtains of government agencies and shadowy organizations lies a clandestine network of scientists and power-hungry elites. Their mission? To engineer chaos, control populations, and shape the course of humanity through the creation and release of deadly viruses.\n\nFirstly, consider the ""patents."" It's no secret that numerous viruses, including some strains of influenza and coronaviruses, have patents associated with them. These patents, allegedly held by pharmaceutical companies and research institutions, raise eyebrows. Why would there be patents on naturally occurring viruses unless they were somehow engineered or manipulated?\n\nThen there's the uncanny timing of outbreaks. From the Spanish Flu of 1918 to the Ebola outbreaks and the more recent COVID-19 pandemic, many deadly viruses seem to emerge at just the right moment to shift global attention and agendas. Coincidence? Or careful orchestration?""",2024-05-04T17:27:00Z,/andred928/status/1786809881716011472#m,0,0,1,1,1
@Mag48_FBICrimes,"""Americans are so well educated & informed that roughly half of them believed Trump might be working with Putin, Cloth masks can stop microscopic viruses,  Someone ate a Bat... catching COVID-19 and Government can control weather\n\ninvidious.tiekoetter.com/6lai9QhBibk?si=nH_1…""",2023-12-02T01:02:00Z,/Mag48_FBICrimes/status/1730754354532028774#m,1,0,0,2,2
@PeterYo90652028,"""Masks do not stop viruses! Like using barb wire fences on a bee farm\n\nJust further efforts to create fear and visible reinforcement of control methodologies upon the public\n\nHow’s their “Safe and Effective” lies standing up to recent scrutiny? 🧐 #DiedSuddenly #ExcessDeaths""",2023-11-19T01:47:00Z,/PeterYo90652028/status/1726054583280316860#m,0,0,0,1,1
@deepsee40,"""Masks were an easy way for the government to see who is easy to control. Hard to read minds but with a mask plastered on your face it was easy to see. And with a corrupt media spewing propaganda masks were nothing more than an experiment of control\ncleverjourneys.com/2023/08/2…""",2023-08-28T14:00:00Z,/deepsee40/status/1696160814128906494#m,0,0,0,0,1
,,,,0,0,0,0,1
@jeremyjhowes,"""People are gradually waking up to the BS.\nCovid.\nMasks.\nDistancing.\nLockdowns.\n'Vaccines'.\nSafe and Effective.\nSudden Deaths.\nClimate Crisis.\nMass Immigration.\nPopulation Replacement.\nNation State Decline.\nGenocide.\nGovernment Tyranny.\nLies, Fear, Corruption, Control.\nUkraine.""",2023-07-30T08:05:00Z,/jeremyjhowes/status/1685562230278897665#m,0,0,0,0,2
@_M__D__D_,"""Haha 50 year old conclusion, yet control freaks, of the leftist persuasion, want to defend the lying government concerning the meany CV and death lies.\n\nMasks, distancing and perpetual fear didn’t solve any of this. When did the MSM stop using the death clock? Answer: Biden""",2023-07-11T21:14:00Z,/_M__D__D_/status/1678875308135464963#m,0,0,0,1,1
@jeremyjhowes,"""ASB Anti-Social Behaviour = Government Intervention - Fear - Threats - Coercion - Lockdowns - Masks - Control - Lies - Genocide.""",2023-07-04T18:45:00Z,/jeremyjhowes/status/1676301247794540549#m,0,0,0,1,1
@trueladybug,"""Everything is backwards in the world of DEMONRATS. \n\nLies = truth;\nCriminals are heroes;\nIllegals are citizens;\nCitizens are criminals;\nCapitalism is bad;\nGovernment control is good;\nChildren in drag shows is nurturing;\nGuns shoot themselves;\nMasks work 🤣\n\nNothing makes sense.""",2023-05-12T01:28:00Z,/trueladybug/status/1656833753711521792#m,0,0,0,0,1
@lildeb7771,"""How can you fine someone when we know that wearing masks do not help? How about fining the government for pushing lies to control us?""",2023-04-16T22:29:00Z,/lildeb7771/status/1647728925525639170#m,0,0,0,1,1
@tennischick38,"""Biggest #Corruption #Lies #Deceit against Americans #Pandemic #Lockdowns #Masks\n#Mandatory-> #CovidVaccines was About #Control Money$ in ""THEIR Wallets! @POTUS @CDCgov @CDCDirector #Incompetent ""Buffon's"" in #WhiteHouse #Congress #WashingtonDC #SwampRats\njustthenews.com/government/f…""",2023-03-30T12:59:00Z,/tennischick38/status/1641425005501116420#m,0,0,0,0,1
@chaplaintrey1,"""Enough forced jabs. Enough face masks. Enough lies. It’s time for transparency. It’s time for accountability. It’s time for #wethepeople to rise up and take control of our government.""",2023-03-15T04:00:00Z,/chaplaintrey1/status/1635853418190315520#m,0,0,0,1,1
@eaglequest2,"""Masks, no evidence they work invidious.tiekoetter.com/S3vY2LyQn1A via @YouTube More lies from our Government. Wake up Sheeples it's all about CONTROL!""",2023-03-13T19:11:00Z,/eaglequest2/status/1635358031100940288#m,0,0,0,0,1
@MistyBennett10,"""FYI: in 2014 Scientists were creating incurable diseases in labs; in 2017 questions to why the government was making lethal viruses surfaced. \nCOVID was planned to depopulate, instill fear, see who'd listen to the lies; the vax was to depopulate, control, & make money for greedy""",2023-02-28T04:33:00Z,/MistyBennett10/status/1630425856584605697#m,1,0,0,0,1
@cpostan92,"""Most people can't follow the science on masks.  But you can just read the disclaimer on the box:\n\n""MASKS DO NOT FILTER\nVIRUSES OR BACTERIA""\n\nIt's a total control issue by progressive liberal Democrats.\n\namericanactionnews.com/gover…""",2023-02-27T04:45:00Z,/cpostan92/status/1630066500731060224#m,0,2,0,2,1
@walkew03,"""1/1\nTh data of death cases were not correct\nWe were told many were dying\nThat put th fear in ppl !\nGovernment took too much control & everything escalated !\nMany ppl don't understand diseases\nMost masks worn do not prevent viruses from traveling through them\nA vaccine that does""",2023-01-29T00:28:00Z,/walkew03/status/1619492735580528642#m,1,0,0,0,0
@Pro1stAmendment,"""Many of us were total skeptics on #Fauci's lies about masks and their efficacy re: viruses.  Scientific evidence was there for folks to see, but ignored by public health officials across the country & those who primarily wanted control/compliance.""",2022-11-28T16:37:00Z,/Pro1stAmendment/status/1597268488703209472#m,0,2,0,3,1
@RaevanLuna,"""You're wasting your breath. More & more Canadians are waking up to the lies you propagate daily. Masks don't protect anyone from viruses. Genetech jabs don't prevent transmission or protect you from contraction. This is about expiring jabs & control.""",2022-11-14T06:51:00Z,/RaevanLuna/status/1592047620251615232#m,0,0,0,3,1
@qrayjack,"""Everything we were told about #Covid by the government IE #Democrats was & is POLITICAL! It was about money & control. It's a pack of lies from start to finish. Fauci was their propaganda minister. We all ran around with stupid masks on that did NOTHING!""",2022-11-01T19:14:00Z,/qrayjack/status/1587523598104805377#m,0,0,0,0,0
@baronantibes,"""Please stop falling into the Big Pharma Virus Scam that justifies their vaccines..\nViruses have NEVER been proven scientifically to exist.  \nOnce you understand this vaccines, masks, social distancing, lockdowns, scare mongering are all shown to be a scam for government control""",2022-09-21T10:17:00Z,/baronantibes/status/1572530509867266050#m,1,0,0,3,1
@bradscott78013,"""What we have come to learn-\n\nMasks don’t work\nSix feet was a joke\nTesting was, at best, hit or miss\nIt wasn’t a vaccine\nThe vaccine does more harm than good\nCheap alternative treatments worked\n\nNow ask, WHY would your Government make up these lies?\nFor control, power, & cheating""",2022-09-19T13:14:00Z,/bradscott78013/status/1571850262528114690#m,0,2,0,2,1
@JackieMeek6,"""Masks ,eating insects 🐜, killer viruses can’t you see it yet👀 ??????#China #Communism #Fascism #control #lies""",2022-07-26T06:27:00Z,/JackieMeek6/status/1551816444135997441#m,0,3,0,8,1
@eilishparker78,"""The agenda the right is pushing …woke government on the left which controls all aspects of our lives (think masks and vaccines) VERSUS Christian Nationalism. All lies in an effort to control us and the govt thru Christianity. Scary shit y’all.""",2022-07-25T13:15:00Z,/eilishparker78/status/1551556700318089222#m,15,39,2,153,1
@chickyldy,"""I think the government needs to stop pushing the fearmongering from covid stop the lies and fear no more control masks and lockdowns. People are actually smart and can make their own decisions stop the tyranny stop forcing citizens to do something they don't want. Where's freedom""",2022-07-24T20:18:00Z,/chickyldy/status/1551300872549720064#m,0,0,0,0,1
@rnjenb,"""15 DAYS ... 6 FEET...MASKS...and THIS 👍 ALL LIES!!!!! Walk AWAY from the SICK CARE system.  The GOVERNMENT is NOT in control of your health.  YOU ARE!!!!""",2022-07-22T11:37:00Z,/rnjenb/status/1550445023317184512#m,1,1,0,5,1
,,,,0,0,0,0,1
@shirleyjones999,"""MASKS DO NOT PROTECT AGAINST A VIRUS, PHYSICALLY THEY CANNOT (see below)...END OF.\nGOVERNMENT HAVE ALWAYS KNOWN THIS. MASK WEARING WAS NEVER ABOUT PROTECTING ANYONE FROM A VIRUS. IT WAS ABOUT CONTROL & MOST FELL FOR THEIR LIES. WEARING THEM IS HARMFUL \n\ninvidious.tiekoetter.com/watch?t=172&v=…""",2022-05-12T05:10:00Z,/shirleyjones999/status/1524618003823968259#m,0,0,0,0,0
@ALLPatriotRebel,"""Lockdowns didn’t work. Stay at home didn’t work. Now they’re aiming to control us with the food supply. #lockdowns #covid #Masks #lies #wokejoke #government #control #donotcomply #fight""",2022-04-22T13:37:00Z,/ALLPatriotRebel/status/1517497720302456833#m,0,0,0,0,0
@eesquid,"""What ive learned lately:\n- covid only spreads at freedom related events not social justice causes\n- questioning an experimental treatment is treason\n- pantyhose masks stop viruses\n- socialism will work this time\n- the government lies to protect you\n- inflation is caused by russia""",2022-04-15T13:32:00Z,/eesquid/status/1514959908155772930#m,0,0,0,2,2
@KathiAngelone,"""Joe Biden is a complete and utter disaster.\nCovid is over.\nMasks don't work.\nNatural Immunity matters.\nIt is not a vaccine.\nOur Government lies to control us.\n#StolenElectionsHaveConsequances""",2022-04-14T04:20:00Z,/KathiAngelone/status/1514458639850950666#m,1,3,0,6,0
@slkl616,"""Another example of Dems lies that masks are needed.  THEY'RE NOT!  And another example of Dems lie that masks are not about government control of the ppl...IT IS!  Dems need to control the ppl so they can control votes in mid-term elections w/help of social media, news agencies""",2022-04-05T16:21:00Z,/slkl616/status/1511378437470105602#m,0,0,0,0,1
@DavidAcquaviva,"""CDC wants to give people a break from wearing masks as pandemic improves @CNBC\n\nTHE GOVERNMENT LIES TO CONTROL YOU  cnbc.com/2022/02/16/cdc-want…""",2022-02-17T14:54:00Z,/DavidAcquaviva/status/1494324318565646349#m,0,0,0,0,1
@pdubdev,"""Government is the real source of Misinformation, they’ve boldly claimed and enforced the following lies:\n\n- cloth masks stop viruses\n-Lockdowns work\n- Vax stops spread\n-Children are a danger\n-Pandemic of the unvaxxed""",2022-02-05T03:29:00Z,/pdubdev/status/1489803358022123524#m,4,36,2,178,2
@TampaHoss,"""THE PANDEMIC IS OVER!\nNO MORE MASKS!\nNO MORE MANDATES!\nNO MORE GOVERNMENT CONTROL OF OUR HEALTH DECISIONS !!\nENOUGH OF THE LIES !!""",2022-02-04T07:27:00Z,/TampaHoss/status/1489500944886865923#m,0,6,0,5,1
@normdorr,"""Go truckers go. It’s time this BS ends. Human experiments with needles and masks and take over of our children has to stop. Government leaders work for us the people not to control us with lies and big pharma kick backs. LETS TAKE BACK OUR FREEDOM!!!""",2022-01-23T21:46:00Z,/normdorr/status/1485368301953892357#m,0,0,0,0,1
@Taximan5416,"""We couldn't have sat back and done nothing. Lockdown was unnecessary it saved no lives. Government deceived us with lies and instruments of control masks, restrictions etc.\nThe use of Behavioural Scientists and Social Distancing, the refusal to engage with alternative expertise!""",2022-01-08T09:52:00Z,/Taximan5416/status/1479752904689045504#m,1,0,0,0,1
@surfboard003,"""The government lies about the virus and just wants to control your life. The masks don’t do anything to protect people research already shows that. Fire the people in washington.""",2022-01-02T18:26:00Z,/surfboard003/status/1477707974663626753#m,0,0,0,0,0
@annbauerwriter,"""As the mandates are struck down, I'm realizing this is where all my outrage lies. It's not about masks or vaccines (I see goods and bads to both) but about government -and more specifically political - interference and control. That's what I'm fighting. If a private (1/2)""",2021-12-08T17:42:00Z,/annbauerwriter/status/1468637005668093952#m,34,66,2,813,1
@lukedoughaines,"""Conspiracy Assholes: I'm not wearing a mask! I'm not getting a shot! It's all lies to control us! Just you wait, they'll announce a NEW virus soon!\n\n[New viruses develop. In part, because people won't wear masks or get vaccinated.]\n\nAssholes: See?!""",2021-11-27T22:19:00Z,/lukedoughaines/status/1464720475905474561#m,1,0,0,0,0
@PassportsNo,"""Sick of all the stupid lies and fear mongering by this government. Its not about a virus and never has been, its about control. Well you're not telling me what l should wear, l'll be continuing going about my life free and maskless. Masks don't even work, even Boris knows this.""",2021-11-27T21:32:00Z,/PassportsNo/status/1464708731476889614#m,0,0,0,0,0
@PedalCabby,"""Lies that politicians love to proclaim and the masses love to believe: that government can control climate, viruses, racism, the economy.""",2021-11-11T14:58:00Z,/PedalCabby/status/1458811473468157960#m,0,0,0,1,1
@perkins_breezy,"""Congratulations but why the masks for a photo shoot then take them off the rest of the time? And Biden did it as well. What happen to everyone should be wearing a mask even if vaccinated?  The lies the government tells to control the sheep!""",2021-11-09T12:47:00Z,/perkins_breezy/status/1458053632625020930#m,0,0,0,0,1
@xaviasulp,"""Mullahs of  #LalMasjid are fanatics & dangerous for capital of Pakistan.But real issue lies somewhere ,their madrassas(syllabus,finance & teachers appointments) should be in control of government to stop spreading viruses like mullah Aziz.\n\nControl all madrassas of Pakistan !""",2021-09-19T03:14:00Z,/xaviasulp/status/1439427677988040716#m,1,0,0,1,1
@HEisGathering,"""The government is happy with the populace wearing masks that even their packaging says they are not protection from viruses. Such a well planned-demic to orcastrate a genetic altering injection for an eventual electromanetic gain of function control.""",2021-09-18T03:10:00Z,/HEisGathering/status/1439064313852055552#m,0,0,0,0,1
@LadyA1258,"""This is Government Overreach & Control. Most Viruses are 300 microns or smaller.  Masks do nothing. We need to stop this insanity. Test for Antibodies.  #NaturalImmunity #TestForAntibodies #FreedomOfReligion #FreedomOfSpeech""",2021-08-27T11:42:00Z,/LadyA1258/status/1431220689864908811#m,0,0,0,0,1
,,,,0,0,0,0,1
@ebrahimj_,"""i love movies and tv shows that depict viruses and pandemics because everyone takes it so seriously which is so fake because in real life you hear ""the virus is a hoax, the government is using masks to control us, the vaccine is a microchip""""",2021-08-23T07:40:00Z,/ebrahimj_/status/1429710068317052929#m,0,0,0,8,2
@LynMill03929114,"""Fallacy of the the excluded middle...\n\nThere is more to COVID that just the shots...what about treatment options? Why is the Government steering us to shots, only? What is in it for them? \n\nMe:  CONTROL\n\nslate.com/technology/2021/07…""",2021-08-22T22:47:00Z,/LynMill03929114/status/1429575937553797123#m,0,0,0,0,1
@bradscott78013,"""It was NEVER about protection, it was ALWAYS about control!\n\nYour Government LIES to you!\n\nPopular blue face masks do NOT stop COVID-19 spread mol.im/a/9914969 via @MailOnline""",2021-08-22T10:00:00Z,/bradscott78013/status/1429383006742003718#m,1,3,0,5,0
@EdwardRayne,"""There's a lot of stuff out there on #coronavirus, but if you only read one thing this'll put you in good stead.\n\nQuite apart from politicians' lies, the predictions of ""EXPERTS"" have been wrong time and time again - Fauci included.\n\nPeople need to wake up zerohedge.com/covid-19/lockd…""",2021-08-15T21:08:00Z,/EdwardRayne/status/1427014280784846859#m,0,0,0,0,1
@TheRealGOP,"""Of 14 RCT (random control trial) studies of masks, only three have any support for the idea that they work. The others show that they make no difference or maybe even have negative effects. The government lies about this.""",2021-08-15T14:59:00Z,/TheRealGOP/status/1426921434195058691#m,0,0,0,0,1
@PlanetSaversNow,"""This is complete BS! Masks cannot block viruses, as they are nanoparticles. They only help control bacteria. A noted medical expert said “Wearing a mask to stop viruses is like wearing chicken wire. The government is lying to us again...and again.""",2021-08-04T20:48:00Z,/PlanetSaversNow/status/1423023088657121280#m,0,0,0,0,0
@themstems,"""It’s a rejection of not being in control. I’m in the *knowledge is power* camp & we know viruses can mutate, so this is not a shock. But I guess “this is not happening—these are all lies—God doesn’t want us to wear masks,” allows consistency that *feels* powerful tho it’s denial.""",2021-08-01T18:46:00Z,/themstems/status/1421905258486190081#m,0,1,0,1,0
@CliffBThompson1,"""Are you awake to the fact that government wants to control you rather than serve?\n\nThe lies of Covid are seeing light!\n\n.06 % Death rate = less than pneumonia\n\nMask lies - masks do not stop viruses\n\nVax lies - its not a vaccine per CDC definition\n\n-all for control over you!""",2021-07-31T11:04:00Z,/CliffBThompson1/status/1421426569004916739#m,0,0,0,0,0
@SiMauler,"""We are being lied to on an hourly basis by the Government, The CDC & that con man Fauci. They are trying to take complete control of our lives. We THE AMERICAN PATRIOTS are done with masks and lockdowns We see through your lies and will not comply. Lets trend #notbrainwashedsheep""",2021-07-28T14:37:00Z,/SiMauler/status/1420393056365334540#m,0,0,0,0,1
@J_Dickson12,"""No no no no vaccination no masks stop the hypocrisy and the lies coming from the news media and the government stop it quit trying to be a fear monger control this government is horrible !""",2021-07-22T19:36:00Z,/J_Dickson12/status/1418293825798381570#m,0,0,0,0,1
@ShannonJoyRadio,"""OMG Ben please stop playing in the sandbox of lies.  Masks have always been ABSURD & offer no meaningful protection for ANYONE from airborne viruses. They were implemented as a CONTROL mechanism to dehumanize, isolate & eventually use as a carrot for vaccination.\nJust STOP.""",2021-07-22T15:46:00Z,/ShannonJoyRadio/status/1418235943849533446#m,7,14,2,84,0
@DazBlade1,"""It is how they control & subdue people. The Government/Media are the REAL virus! No more unnecessary restrictions - No more unnecessary Masks! No more complying with Gov/Media Lies! Fight back against the #TYRANNY #WeDoNotConsent #WeKnowYouAreLying #NoVaccinePassport""",2021-07-20T20:33:00Z,/DazBlade1/status/1417583460454174720#m,0,0,0,0,0
@ShaytanTruth,"""Masked Morons Everywhere \n\nEven though the mandate is over \n\nDo you understand now what this government has done with its lies propaganda hysteria and nonsense science?\n\nThis is the most stupid time in human history \n\nMasks that are incapable of stopping viruses""",2021-07-19T11:19:00Z,/ShaytanTruth/status/1417081726040432643#m,1,0,0,0,0
@willikahler,"""We have been fed FEAR FEAR FEAR for over a year now. By our government and health officials. Unscientific masks and restrictions, flawed testing, and multiple lies. The Media fanning the flames. This is not about a virus, its about control and submission. The way for 666 is here.""",2021-05-30T01:22:00Z,/willikahler/status/1398812062890053634#m,0,0,0,0,0
@ShawnWo78307528,"""Besides masks, lockdowns, & vaccinations\nrecord national debt\nstate sponsored terrorist support\ndivisive policies\nback channel payments\nmore taxes\nmore government control/dependency\nrecord inflation\nracist rhetoric\nS Corporation manipulation\nmore lies &\nthe destruction of America""",2021-05-27T23:06:00Z,/ShawnWo78307528/status/1398053013323878402#m,0,0,0,0,2
@MollyBr79415863,"""Because this government mental tactics and control and lies on the people they need to take the masks off because they are giving this government full control of there life on a plate""",2021-05-27T18:43:00Z,/MollyBr79415863/status/1397986953044312071#m,0,0,0,0,1
@walterboeger,"""Hydroxycloroquine works, masks are not effective, social distancing is not effective, ozone is a great method to kill viruses, scientists are cheap and can be bought for few coins.  Leader of the government in the Brazilian congress explains how not to control covid""",2021-05-08T20:31:00Z,/walterboeger/status/1391128610032001026#m,0,0,0,0,1
@Dave23444070,"""YES I AM SEVERELY SICK OF ALL THIS COVID BULL..SICK OF DICTATORSHIP GOVERNMENT FROM ALL LEVELS.SICK OF MASKS SICK AND TIRED OF ALL THIS COVID CONTROL LIES AND CORUPTION.""",2021-05-02T23:17:00Z,/Dave23444070/status/1388996181355859974#m,0,0,0,0,1
,,,,0,0,0,0,1
@cabotammy,"""hey @joebiden....#illegitmatepresident.....MASKS DO NOT WORK IN PREVENTING VIRUSES.   SEE BELOW...THIS IS FROM A BOX OF MASKS...STOP SPREADING LIES AND FAKE NEWS. STOP TRYING TO CONTROL EVERYONE.""",2021-04-30T16:47:00Z,/cabotammy/status/1388173101230268417#m,0,0,0,0,1
@gldbug,"""Unraveling the Lies and Dropping the Masks - iotwreport.com/unraveling-th…  CSA is control, submission and adherence to the government. It is not about health, it is about controlling you.""",2021-04-14T16:16:00Z,/gldbug/status/1382367226628562951#m,0,0,0,0,1
@FoxNewsMom,"""I don’t get it. \n\nWe can control microscopic viruses with paper masks & big government tyranny, and we can control the climate through higher taxes that benefit snake oil salesmen, but we’ve completely dropped the ball with volcanos.""",2021-04-09T19:07:00Z,/FoxNewsMom/status/1380598227280359426#m,0,0,0,0,2
@MollyBr79415863,"""This is this government flaunt filling the public with fear and lies  so people take the masks off and get out because this government is out of control  with all the lockdown and lies""",2021-04-09T16:11:00Z,/MollyBr79415863/status/1380553842383851522#m,0,0,0,0,1
@MollyBr79415863,"""Yes it’s called control and people are falling for the lies take the masks off stop getting tested and the government will not have any numbers to go by""",2021-03-29T19:06:00Z,/MollyBr79415863/status/1376611650191626242#m,0,0,0,0,1
@BuggaMancini,"""Your face is so ugly and if you would tell us some real history I would be happy. But of course, cultural lies again. People already had face masks those times because even then you couldn't control the viruses. Idiots.""",2021-03-19T14:53:00Z,/BuggaMancini/status/1372924070191243265#m,0,0,0,0,1
@AdamMcquade,"""It’s like humanity has to control everything or attempt to know completely. Viruses don’t work like that I’m afraid. The government shouldn’t have given arbitrary distances or allowed mixing outside without masks. It’s encouraged laziness""",2021-02-28T14:18:00Z,/AdamMcquade/status/1366029931625480192#m,0,0,0,0,2
@jeremyhdent,"""Border control; trading with the world; masks; lockdown; lies in Parliament and in briefings....we're an intelligent nation, how do we let a crypto-fascist government do this to us? *revolution brewing*""",2021-02-25T09:40:00Z,/jeremyhdent/status/1364872991826411523#m,0,0,0,1,1
@Butterflyrose_3,"""Check out Hidden News's video! #TikTok vm.tiktok.com/ZMeND9qnu/ #COVID19 #COVIDVaccine #Masks #coronavirus #lies #Control #government""",2021-02-18T17:59:00Z,/Butterflyrose_3/status/1362461645591760897#m,0,0,0,0,1
@IBAConservative,"""With a year of COVID doing what airborne viruses do, why can’t people see that masks are not stopping anything! Lockdowns, not stopping spread. Government is out of control with #CommunistChina dominance of individual freedoms and autonomy! What don’t you see?""",2021-02-08T22:55:00Z,/IBAConservative/status/1358912279501283340#m,0,0,1,5,1
@PendantIndy,"""Mask mandates deflect responsibility onto individuals, away from government response.#M4A\n\nMasks stop bacteria, not viruses in aerosol form in indoor air.\n\n“The guidelines... must be updated to reflect these factors for control and prevention of COVID-19.”\nlatimes.com/world-nation/sto…""",2021-01-21T15:14:00Z,/PendantIndy/status/1352273486253678593#m,0,0,0,0,2
@charlesharriga9,"""Fuck that shit lets take back control of our lives no more goddam masks its all just government control and lies highly survivable virus they just want to make billions and keep us in fear..!!!""",2021-01-16T21:53:00Z,/charlesharriga9/status/1350561764023414791#m,0,0,0,0,0
@tuneoutandLOOK,"""Do you look at your local MSM fake news? \nDo they report ""new cases"" & ""covid"" deaths daily?\nIn CA it's at least once a day\n+ Fear porn: fake hospital crowds, groups without masks (how dare they), stats/LIES... \nIs it just CA government MCM/mind control media\nor is it everywhere?""",2020-12-26T02:22:00Z,/tuneoutandLOOK/status/1342656881756499968#m,2,0,1,3,1
@RHmainiac,"""Many Studies Find That Cloth Masks Do Not Stop Viruses Like COVID thefederalist.com/2020/11/23… another political guise to subtly take away one of your personal freedoms. The Government wants to control you.""",2020-11-23T16:55:00Z,/RHmainiac/status/1330917970659450889#m,0,0,0,0,0
@Danfe0944,"""masks do not stop viruses or influenzas, they stop spittle spray and nothing else--real world masks are bullshit and a form of government mind control""",2020-11-18T13:45:00Z,/Danfe0944/status/1329058249644134406#m,0,0,0,0,0
@campbell_loy,"""It is all about control and I don't plan to spend the rest of my life being controlled by my government. Someone mentioned China might supply a continuous string of viruses to keep us in masks and socially distanced for quite awhile. Let's see, who would do that?""",2020-11-17T22:54:00Z,/campbell_loy/status/1328833873329987586#m,0,0,0,0,1
,,,,0,0,0,0,1
@ClarenceMarten2,"""Shameful. And you fought the Nazis who used this form of  mind control? WAKE UP! MASKS DON""T WORK against ILI  viruses. Truth will outlive your lies.""",2020-10-27T12:37:00Z,/ClarenceMarten2/status/1321068595514904576#m,0,0,0,0,1
